,ZIP,City,State
1711,95630,Sacramento, CA
1712,95608,Sacramento, CA
1713,95823,Sacramento, CA
1714,95747,Sacramento, CA
1715,95758,Sacramento, CA
1716,95648,Sacramento, CA
1717,95624,Sacramento, CA
1718,95828,Sacramento, CA
1719,95628,Sacramento, CA
1720,95610,Sacramento, CA
1721,95678,Sacramento, CA
1722,95826,Sacramento, CA
1723,95821,Sacramento, CA
1724,95691,Sacramento, CA
1725,95843,Sacramento, CA
1726,95833,Sacramento, CA
1727,95835,Sacramento, CA
1728,95765,Sacramento, CA
1729,95661,Sacramento, CA
1730,95820,Sacramento, CA
1731,95834,Sacramento, CA
1732,95816,Sacramento, CA
1733,95819,Sacramento, CA
1734,95817,Sacramento, CA
1735,95605,Sacramento, CA
1736,78130,San Antonio, TX
1737,78245,San Antonio, TX
1738,78240,San Antonio, TX
1739,78249,San Antonio, TX
1740,78254,San Antonio, TX
1741,78253,San Antonio, TX
1742,78209,San Antonio, TX
1743,78228,San Antonio, TX
1744,78230,San Antonio, TX
1745,78258,San Antonio, TX
1746,78250,San Antonio, TX
1747,78216,San Antonio, TX
1748,78247,San Antonio, TX
1749,78109,San Antonio, TX
1750,78213,San Antonio, TX
1751,78229,San Antonio, TX
1752,78227,San Antonio, TX
1753,78232,San Antonio, TX
1754,78154,San Antonio, TX
1755,78210,San Antonio, TX
1756,78212,San Antonio, TX
1757,78260,San Antonio, TX
1758,78259,San Antonio, TX
1759,78239,San Antonio, TX
1760,78244,San Antonio, TX
1761,78023,San Antonio, TX
1762,78238,San Antonio, TX
1763,78148,San Antonio, TX
1764,78261,San Antonio, TX
1765,78255,San Antonio, TX
1766,78252,San Antonio, TX
1767,91910,San Diego, CA
1768,92126,San Diego, CA
1769,92101,San Diego, CA
1770,92109,San Diego, CA
1771,92021,San Diego, CA
1772,92104,San Diego, CA
1773,92154,San Diego, CA
1774,92115,San Diego, CA
1775,92130,San Diego, CA
1776,92122,San Diego, CA
1777,92117,San Diego, CA
1778,92128,San Diego, CA
1779,92020,San Diego, CA
1780,92056,San Diego, CA
1781,92071,San Diego, CA
1782,92024,San Diego, CA
1783,92057,San Diego, CA
1784,92103,San Diego, CA
1785,91977,San Diego, CA
1786,92037,San Diego, CA
1787,92078,San Diego, CA
1788,92026,San Diego, CA
1789,92114,San Diego, CA
1790,91942,San Diego, CA
1791,92028,San Diego, CA
1792,92129,San Diego, CA
1793,92111,San Diego, CA
1794,92027,San Diego, CA
1795,92116,San Diego, CA
1796,92009,San Diego, CA
1797,92054,San Diego, CA
1798,92064,San Diego, CA
1799,92127,San Diego, CA
1800,91913,San Diego, CA
1801,92025,San Diego, CA
1802,92069,San Diego, CA
1803,92084,San Diego, CA
1804,92019,San Diego, CA
1805,92058,San Diego, CA
1806,92102,San Diego, CA
1807,92107,San Diego, CA
1808,92108,San Diego, CA
1809,91941,San Diego, CA
1810,92123,San Diego, CA
1811,92120,San Diego, CA
1812,92008,San Diego, CA
1813,92081,San Diego, CA
1814,91932,San Diego, CA
1815,92011,San Diego, CA
1816,91915,San Diego, CA
1817,92118,San Diego, CA
1818,91945,San Diego, CA
1819,92106,San Diego, CA
1820,92029,San Diego, CA
1821,92014,San Diego, CA
1822,92010,San Diego, CA
1823,92075,San Diego, CA
1824,94109,San Francisco, CA
1825,94565,San Francisco, CA
1826,94501,San Francisco, CA
1827,94110,San Francisco, CA
1828,94536,San Francisco, CA
1829,94568,San Francisco, CA
1830,94509,San Francisco, CA
1831,94122,San Francisco, CA
1832,94541,San Francisco, CA
1833,94538,San Francisco, CA
1834,94513,San Francisco, CA
1835,94587,San Francisco, CA
1836,94553,San Francisco, CA
1837,94115,San Francisco, CA
1838,94117,San Francisco, CA
1839,94121,San Francisco, CA
1840,94611,San Francisco, CA
1841,94550,San Francisco, CA
1842,94118,San Francisco, CA
1843,94403,San Francisco, CA
1844,94103,San Francisco, CA
1845,94114,San Francisco, CA
1846,94107,San Francisco, CA
1847,94605,San Francisco, CA
1848,94610,San Francisco, CA
1849,94025,San Francisco, CA
1850,94521,San Francisco, CA
1851,94901,San Francisco, CA
1852,94608,San Francisco, CA
1853,94551,San Francisco, CA
1854,94582,San Francisco, CA
1855,94123,San Francisco, CA
1856,94523,San Francisco, CA
1857,94061,San Francisco, CA
1858,94131,San Francisco, CA
1859,94941,San Francisco, CA
1860,94602,San Francisco, CA
1861,94596,San Francisco, CA
1862,94597,San Francisco, CA
1863,94506,San Francisco, CA
1864,94105,San Francisco, CA
1865,94920,San Francisco, CA
1866,94965,San Francisco, CA
1867,94507,San Francisco, CA
1868,95123,San Jose, CA
1869,95051,San Jose, CA
1870,95014,San Jose, CA
1871,95125,San Jose, CA
1872,94086,San Jose, CA
1873,95020,San Jose, CA
1874,95037,San Jose, CA
1875,94040,San Jose, CA
1876,95050,San Jose, CA
1877,95134,San Jose, CA
1878,94043,San Jose, CA
1879,95117,San Jose, CA
1880,95054,San Jose, CA
1881,94301,San Jose, CA
1882,98052,Seattle, WA
1883,98012,Seattle, WA
1884,98103,Seattle, WA
1885,98115,Seattle, WA
1886,98122,Seattle, WA
1887,98133,Seattle, WA
1888,98208,Seattle, WA
1889,98109,Seattle, WA
1890,98034,Seattle, WA
1891,98125,Seattle, WA
1892,98391,Seattle, WA
1893,98105,Seattle, WA
1894,98270,Seattle, WA
1895,98004,Seattle, WA
1896,98118,Seattle, WA
1897,98258,Seattle, WA
1898,98023,Seattle, WA
1899,98033,Seattle, WA
1900,98042,Seattle, WA
1901,98102,Seattle, WA
1902,98058,Seattle, WA
1903,98223,Seattle, WA
1904,98374,Seattle, WA
1905,98087,Seattle, WA
1906,98107,Seattle, WA
1907,98056,Seattle, WA
1908,98121,Seattle, WA
1909,98198,Seattle, WA
1910,98155,Seattle, WA
1911,98006,Seattle, WA
1912,98002,Seattle, WA
1913,98031,Seattle, WA
1914,98116,Seattle, WA
1915,98144,Seattle, WA
1916,98201,Seattle, WA
1917,98030,Seattle, WA
1918,98119,Seattle, WA
1919,98466,Seattle, WA
1920,98029,Seattle, WA
1921,98498,Seattle, WA
1922,98007,Seattle, WA
1923,98404,Seattle, WA
1924,98011,Seattle, WA
1925,98271,Seattle, WA
1926,98373,Seattle, WA
1927,98146,Seattle, WA
1928,98112,Seattle, WA
1929,98405,Seattle, WA
1930,98106,Seattle, WA
1931,98375,Seattle, WA
1932,98272,Seattle, WA
1933,98008,Seattle, WA
1934,98406,Seattle, WA
1935,98199,Seattle, WA
1936,98407,Seattle, WA
1937,98005,Seattle, WA
1938,98108,Seattle, WA
1939,98075,Seattle, WA
1940,98422,Seattle, WA
1941,98403,Seattle, WA
1942,98402,Seattle, WA
1943,98327,Seattle, WA
1944,99206,Spokane, WA
1945,99207,Spokane, WA
1946,63376,St. Louis, MO
1947,63301,St. Louis, MO
1948,63116,St. Louis, MO
1949,63031,St. Louis, MO
1950,63136,St. Louis, MO
1951,63033,St. Louis, MO
1952,63122,St. Louis, MO
1953,63368,St. Louis, MO
1954,63119,St. Louis, MO
1955,63109,St. Louis, MO
1956,63130,St. Louis, MO
1957,63108,St. Louis, MO
1958,63118,St. Louis, MO
1959,63112,St. Louis, MO
1960,63104,St. Louis, MO
1961,63111,St. Louis, MO
1962,63135,St. Louis, MO
1963,63105,St. Louis, MO
1964,63117,St. Louis, MO
1965,6902,Stamford, CT
1966,6810,Stamford, CT
1967,6484,Stamford, CT
1968,6824,Stamford, CT
1969,6811,Stamford, CT
1970,6604,Stamford, CT
1971,6851,Stamford, CT
1972,6854,Stamford, CT
1973,6830,Stamford, CT
1974,6605,Stamford, CT
1975,6905,Stamford, CT
1976,6820,Stamford, CT
1977,6901,Stamford, CT
1978,6807,Stamford, CT
1979,95207,Stockton, CA
1980,95376,Stockton, CA
1981,95337,Stockton, CA
1982,95219,Stockton, CA
1983,95391,Stockton, CA
1984,33647,Tampa, FL
1985,33511,Tampa, FL
1986,33578,Tampa, FL
1987,34668,Tampa, FL
1988,34698,Tampa, FL
1989,33614,Tampa, FL
1990,33615,Tampa, FL
1991,33612,Tampa, FL
1992,34667,Tampa, FL
1993,34609,Tampa, FL
1994,33610,Tampa, FL
1995,33624,Tampa, FL
1996,33573,Tampa, FL
1997,33611,Tampa, FL
1998,33702,Tampa, FL
1999,33604,Tampa, FL
2000,33613,Tampa, FL
2001,33707,Tampa, FL
2002,33756,Tampa, FL
2003,34683,Tampa, FL
2004,33713,Tampa, FL
2005,34684,Tampa, FL
2006,33705,Tampa, FL
2007,34608,Tampa, FL
2008,34652,Tampa, FL
2009,33770,Tampa, FL
2010,34689,Tampa, FL
2011,34606,Tampa, FL
2012,33579,Tampa, FL
2013,33626,Tampa, FL
2014,33543,Tampa, FL
2015,33772,Tampa, FL
2016,33701,Tampa, FL
2017,33607,Tampa, FL
2018,33712,Tampa, FL
2019,33755,Tampa, FL
2020,34691,Tampa, FL
2021,33625,Tampa, FL
2022,33629,Tampa, FL
2023,34639,Tampa, FL
2024,33556,Tampa, FL
2025,33563,Tampa, FL
2026,33706,Tampa, FL
2027,33763,Tampa, FL
2028,33596,Tampa, FL
2029,33716,Tampa, FL
2030,33584,Tampa, FL
2031,33547,Tampa, FL
2032,33782,Tampa, FL
2033,33602,Tampa, FL
2034,33569,Tampa, FL
2035,33606,Tampa, FL
2036,33572,Tampa, FL
2037,33774,Tampa, FL
2038,33759,Tampa, FL
2039,33609,Tampa, FL
2040,33711,Tampa, FL
2041,33704,Tampa, FL
2042,33635,Tampa, FL
2043,33637,Tampa, FL
2044,33605,Tampa, FL
2045,33616,Tampa, FL
2046,33559,Tampa, FL
2047,85710,Tucson, AZ
2048,85705,Tucson, AZ
2049,85711,Tucson, AZ
2050,85719,Tucson, AZ
2051,85706,Tucson, AZ
2052,85712,Tucson, AZ
2053,85716,Tucson, AZ
2054,85704,Tucson, AZ
2055,85745,Tucson, AZ
2056,85730,Tucson, AZ
2057,85718,Tucson, AZ
2058,85746,Tucson, AZ
2059,85750,Tucson, AZ
2060,85743,Tucson, AZ
2061,85737,Tucson, AZ
2062,85629,Tucson, AZ
2063,85756,Tucson, AZ
2064,85715,Tucson, AZ
2065,74012,Tulsa, OK
2066,74014,Tulsa, OK
2067,74037,Tulsa, OK
2068,96706,Urban Honolulu, HI
2069,96815,Urban Honolulu, HI
2070,96817,Urban Honolulu, HI
2071,96789,Urban Honolulu, HI
2072,96744,Urban Honolulu, HI
2073,96822,Urban Honolulu, HI
2074,96816,Urban Honolulu, HI
2075,96818,Urban Honolulu, HI
2076,96734,Urban Honolulu, HI
2077,96826,Urban Honolulu, HI
2078,96707,Urban Honolulu, HI
2079,96792,Urban Honolulu, HI
2080,96814,Urban Honolulu, HI
2081,96813,Urban Honolulu, HI
2082,93003,Ventura, CA
2083,93063,Ventura, CA
2084,93010,Ventura, CA
2085,91320,Ventura, CA
2086,91360,Ventura, CA
2087,93012,Ventura, CA
2088,91362,Ventura, CA
2089,93001,Ventura, CA
2090,93021,Ventura, CA
2091,93035,Ventura, CA
2092,91361,Ventura, CA
2093,91377,Ventura, CA
2094,23464,Virginia Beach, VA
2095,23462,Virginia Beach, VA
2096,23320,Virginia Beach, VA
2097,23454,Virginia Beach, VA
2098,23666,Virginia Beach, VA
2099,23452,Virginia Beach, VA
2100,23451,Virginia Beach, VA
2101,23322,Virginia Beach, VA
2102,23455,Virginia Beach, VA
2103,23185,Virginia Beach, VA
2104,23188,Virginia Beach, VA
2105,23608,Virginia Beach, VA
2106,23602,Virginia Beach, VA
2107,23323,Virginia Beach, VA
2108,23503,Virginia Beach, VA
2109,23606,Virginia Beach, VA
2110,23518,Virginia Beach, VA
2111,23505,Virginia Beach, VA
2112,23453,Virginia Beach, VA
2113,23435,Virginia Beach, VA
2114,23607,Virginia Beach, VA
2115,23693,Virginia Beach, VA
2116,23704,Virginia Beach, VA
2117,23504,Virginia Beach, VA
2118,23508,Virginia Beach, VA
2119,23507,Virginia Beach, VA
2120,20002,Washington, DC
2121,20009,Washington, DC
2122,20906,Washington, DC
2123,20011,Washington, DC
2124,22191,Washington, DC
2125,20001,Washington, DC
2126,22193,Washington, DC
2127,20147,Washington, DC
2128,20878,Washington, DC
2129,20019,Washington, DC
2130,22204,Washington, DC
2131,20874,Washington, DC
2132,20852,Washington, DC
2133,20020,Washington, DC
2134,20910,Washington, DC
2135,22407,Washington, DC
2136,22192,Washington, DC
2137,22201,Washington, DC
2138,22030,Washington, DC
2139,20850,Washington, DC
2140,22003,Washington, DC
2141,22554,Washington, DC
2142,20774,Washington, DC
2143,20744,Washington, DC
2144,20171,Washington, DC
2145,20148,Washington, DC
2146,20772,Washington, DC
2147,20902,Washington, DC
2148,20003,Washington, DC
2149,20008,Washington, DC
2150,20176,Washington, DC
2151,20854,Washington, DC
2152,22202,Washington, DC
2153,21702,Washington, DC
2154,21701,Washington, DC
2155,20747,Washington, DC
2156,22033,Washington, DC
2157,20707,Washington, DC
2158,20814,Washington, DC
2159,20016,Washington, DC
2160,22015,Washington, DC
2161,22031,Washington, DC
2162,20109,Washington, DC
2163,20120,Washington, DC
2164,20815,Washington, DC
2165,20817,Washington, DC
2166,20010,Washington, DC
2167,20170,Washington, DC
2168,22203,Washington, DC
2169,20877,Washington, DC
2170,20007,Washington, DC
2171,22102,Washington, DC
2172,20901,Washington, DC
2173,20886,Washington, DC
2174,22042,Washington, DC
2175,22306,Washington, DC
2176,20745,Washington, DC
2177,20164,Washington, DC
2178,20155,Washington, DC
2179,22207,Washington, DC
2180,20165,Washington, DC
2181,20111,Washington, DC
2182,20191,Washington, DC
2183,20723,Washington, DC
2184,22309,Washington, DC
2185,20770,Washington, DC
2186,22101,Washington, DC
2187,22315,Washington, DC
2188,22405,Washington, DC
2189,20175,Washington, DC
2190,22401,Washington, DC
2191,22310,Washington, DC
2192,20603,Washington, DC
2193,22206,Washington, DC
2194,22041,Washington, DC
2195,22408,Washington, DC
2196,20152,Washington, DC
2197,22153,Washington, DC
2198,20740,Washington, DC
2199,20190,Washington, DC
2200,22152,Washington, DC
2201,20121,Washington, DC
2202,22180,Washington, DC
2203,20601,Washington, DC
2204,20105,Washington, DC
2205,22182,Washington, DC
2206,22043,Washington, DC
2207,20715,Washington, DC
2208,20716,Washington, DC
2209,22209,Washington, DC
2210,20879,Washington, DC
2211,20005,Washington, DC
2212,20871,Washington, DC
2213,20037,Washington, DC
2214,22303,Washington, DC
2215,20015,Washington, DC
2216,22124,Washington, DC
2217,20724,Washington, DC
2218,22026,Washington, DC
2219,22025,Washington, DC
2220,20186,Washington, DC
2221,21704,Washington, DC
2222,20194,Washington, DC
2223,22044,Washington, DC
2224,22181,Washington, DC
2225,20166,Washington, DC
2226,20036,Washington, DC
2227,67203,Wichita, KS
2228,27103,Winston-Salem, NC
2229,27104,Winston-Salem, NC
2230,27012,Winston-Salem, NC
2231,27101,Winston-Salem, NC
2232,1604,Worcester, MA
