,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
923,515,605,738,913,1197,Pulaski County,12760,IN
924,589,600,769,1092,1197,Putnam County,37545,IN
925,515,561,738,960,1045,Randolph County,25205,IN
926,497,563,741,969,1041,Ripley County,28370,IN
927,499,565,743,918,1008,Rush County,16765,IN
928,708,823,981,1252,1330,St. Joseph County,268615,IN
929,573,624,821,1015,1113,Scott County,23720,IN
930,677,782,939,1231,1456,Shelby County,44340,IN
931,490,561,738,962,1211,Spencer County,20610,IN
932,515,577,738,976,1001,Starke County,22965,IN
933,579,626,824,1019,1117,Steuben County,34460,IN
934,555,586,771,953,1230,Sullivan County,20900,IN
935,515,563,738,1048,1234,Switzerland County,10615,IN
936,734,842,981,1264,1552,Tippecanoe County,186080,IN
937,574,625,823,1017,1116,Tipton County,15290,IN
938,524,606,788,1045,1181,Union County,7225,IN
939,621,706,880,1153,1326,Vanderburgh County,181830,IN
940,565,629,782,976,1232,Vermillion County,15645,IN
941,565,629,782,976,1232,Vigo County,107725,IN
942,523,569,749,926,1016,Wabash County,31850,IN
943,591,597,786,1117,1345,Warren County,8270,IN
944,621,706,880,1153,1326,Warrick County,61580,IN
945,541,573,754,1019,1022,Washington County,27805,IN
946,490,562,738,928,1041,Wayne County,66970,IN
947,516,569,739,914,1038,Wells County,27830,IN
948,530,577,759,1012,1029,White County,24280,IN
949,565,665,822,1048,1151,Whitley County,33480,IN
950,534,562,739,1020,1024,Adair County,7190,IA
951,604,635,835,1032,1132,Adams County,3785,IA
952,534,562,739,944,1005,Allamakee County,13940,IA
953,534,562,739,941,1100,Appanoose County,12545,IA
954,534,562,739,914,1002,Audubon County,5710,IA
955,558,562,739,1001,1099,Benton County,25645,IA
956,611,707,889,1178,1499,Black Hawk County,132960,IA
957,616,620,810,1069,1344,Boone County,26380,IA
958,585,609,801,994,1086,Bremer County,24740,IA
959,564,606,798,987,1082,Buchanan County,21100,IA
960,546,592,755,1010,1053,Buena Vista County,20370,IA
961,534,565,739,1004,1031,Butler County,14820,IA
962,534,643,739,914,1002,Calhoun County,9815,IA
963,534,562,739,998,1002,Carroll County,20430,IA
964,534,647,739,944,1059,Cass County,13325,IA
965,592,622,819,1037,1111,Cedar County,18370,IA
966,545,624,821,1065,1246,Cerro Gordo County,43135,IA
967,534,643,739,1050,1228,Cherokee County,11575,IA
968,603,607,739,1050,1171,Chickasaw County,12140,IA
969,614,645,849,1049,1157,Clarke County,9265,IA
970,510,591,768,1050,1261,Clay County,16385,IA
971,496,568,747,923,1013,Clayton County,17710,IA
972,544,611,797,994,1081,Clinton County,47585,IA
973,534,606,739,914,1056,Crawford County,17130,IA
974,658,770,935,1284,1357,Dallas County,80865,IA
975,534,649,739,964,1007,Davis County,8835,IA
976,491,562,739,990,1265,Decatur County,8105,IA
977,534,569,739,1011,1051,Delaware County,17325,IA
978,581,664,874,1089,1304,Des Moines County,39875,IA
979,631,663,873,1108,1184,Dickinson County,17000,IA
980,554,634,834,1112,1427,Dubuque County,96570,IA
981,534,562,739,991,1007,Emmet County,9660,IA
982,491,562,739,914,1002,Fayette County,20140,IA
983,586,590,739,1033,1037,Floyd County,15905,IA
984,534,562,739,998,1002,Franklin County,10325,IA
985,534,562,739,964,1082,Fremont County,6985,IA
986,534,562,739,1042,1085,Greene County,9045,IA
987,611,707,889,1178,1499,Grundy County,12355,IA
988,658,770,935,1284,1357,Guthrie County,10665,IA
989,584,614,808,999,1286,Hamilton County,15200,IA
990,534,593,739,998,1265,Hancock County,10970,IA
991,534,562,739,991,1017,Hardin County,17240,IA
992,698,794,974,1305,1457,Harrison County,14195,IA
993,563,641,778,1051,1055,Henry County,19865,IA
994,534,649,739,930,1026,Howard County,9320,IA
995,534,578,739,1050,1078,Humboldt County,9585,IA
996,534,562,739,914,1035,Ida County,6965,IA
997,534,625,739,1050,1265,Iowa County,16230,IA
998,534,571,739,1050,1156,Jackson County,19410,IA
999,533,575,757,1039,1171,Jasper County,36790,IA
1000,563,592,779,1107,1325,Jefferson County,17945,IA
1001,757,848,1063,1510,1819,Johnson County,144425,IA
1002,491,562,739,998,1002,Jones County,20470,IA
1003,534,583,739,942,1002,Keokuk County,10225,IA
1004,558,562,739,918,1002,Kossuth County,15165,IA
1005,499,599,751,1020,1181,Lee County,34785,IA
1006,541,619,814,1156,1358,Linn County,220010,IA
1007,491,596,739,958,1002,Louisa County,11240,IA
1008,635,667,878,1085,1191,Lucas County,8600,IA
1009,534,589,739,915,1225,Lyon County,11745,IA
1010,658,770,935,1284,1357,Madison County,15720,IA
1011,577,581,747,923,1021,Mahaska County,22300,IA
1012,555,647,835,1032,1161,Marion County,33125,IA
1013,581,624,810,1023,1098,Marshall County,40475,IA
1014,698,794,974,1305,1457,Mills County,14935,IA
1015,534,562,739,914,1002,Mitchell County,10665,IA
1016,558,562,739,914,1157,Monona County,8865,IA
1017,559,587,773,956,1053,Monroe County,7910,IA
1018,534,562,739,914,1002,Montgomery County,10240,IA
1019,628,718,945,1197,1412,Muscatine County,42925,IA
1020,534,562,739,1016,1019,O'Brien County,13945,IA
1021,534,567,739,914,1002,Osceola County,6150,IA
1022,534,562,739,944,1180,Page County,15395,IA
1023,534,562,739,914,1037,Palo Alto County,9110,IA
1024,534,610,739,1050,1088,Plymouth County,25025,IA
1025,534,562,739,914,1002,Pocahontas County,6970,IA
1026,658,770,935,1284,1357,Polk County,467235,IA
1027,698,794,974,1305,1457,Pottawattamie County,93285,IA
1028,577,637,798,1078,1082,Poweshiek County,18430,IA
1029,534,562,739,998,1002,Ringgold County,4985,IA
1030,534,570,739,1050,1118,Sac County,9935,IA
1031,535,650,805,1070,1209,Scott County,171495,IA
1032,534,574,739,1050,1193,Shelby County,11770,IA
1033,539,584,745,1007,1010,Sioux County,34690,IA
1034,787,798,943,1340,1581,Story County,95890,IA
1035,510,584,768,949,1231,Tama County,17235,IA
1036,534,562,739,914,1059,Taylor County,6215,IA
1037,546,634,739,1012,1016,Union County,12495,IA
1038,534,649,739,1040,1132,Van Buren County,7310,IA
1039,595,625,823,1043,1270,Wapello County,35320,IA
1040,658,770,935,1284,1357,Warren County,48630,IA
1041,604,644,847,1047,1226,Washington County,22095,IA
1042,534,562,739,914,1007,Wayne County,6405,IA
1043,558,562,739,1024,1028,Webster County,36945,IA
1044,534,562,739,947,1052,Winnebago County,10545,IA
1045,534,562,739,998,1002,Winneshiek County,20575,IA
1046,578,661,870,1075,1180,Woodbury County,102395,IA
1047,534,630,739,1050,1265,Worth County,7500,IA
1048,534,562,739,914,1002,Wright County,12865,IA
1049,560,564,742,917,1006,Allen County,12750,KS
1050,566,651,742,917,1226,Anderson County,7840,KS
1051,512,564,742,965,1087,Atchison County,16465,KS
1052,560,564,742,976,1101,Barber County,4905,KS
1053,571,575,742,1020,1122,Barton County,27065,KS
1054,527,564,742,972,1009,Bourbon County,14755,KS
1055,560,564,742,954,1019,Brown County,9735,KS
1056,547,635,823,1103,1345,Butler County,66260,KS
1057,560,564,742,917,1064,Chase County,2665,KS
1058,526,564,742,999,1064,Chautauqua County,3425,KS
1059,493,564,742,917,1006,Cherokee County,20500,KS
1060,566,651,742,1049,1233,Cheyenne County,2675,KS
1061,625,629,828,1024,1123,Clark County,2090,KS
1062,566,570,742,1054,1128,Clay County,8205,KS
1063,560,564,742,938,1092,Cloud County,9190,KS
1064,566,611,742,983,1141,Coffey County,8330,KS
1065,560,564,742,956,1064,Comanche County,1740,KS
1066,498,569,749,970,1087,Cowley County,35730,KS
1067,572,575,757,1048,1051,Crawford County,39100,KS
1068,566,570,742,1054,1253,Decatur County,2890,KS
1069,560,564,742,1004,1006,Dickinson County,19160,KS
1070,547,626,824,1088,1171,Doniphan County,7790,KS
1071,702,753,937,1331,1565,Douglas County,117805,KS
1072,560,564,742,917,1006,Edwards County,2945,KS
1073,566,633,742,992,1119,Elk County,2580,KS
1074,580,584,768,1006,1249,Ellis County,28875,KS
1075,566,585,742,1003,1006,Ellsworth County,6330,KS
1076,639,644,847,1106,1241,Finney County,37095,KS
1077,621,625,822,1033,1135,Ford County,34660,KS
1078,594,637,838,1038,1172,Franklin County,25600,KS
1079,667,671,883,1254,1511,Geary County,35795,KS
1080,566,585,742,917,1006,Gove County,2630,KS
1081,566,591,742,1029,1064,Graham County,2560,KS
1082,560,564,742,965,1064,Grant County,7715,KS
1083,566,585,742,936,1060,Gray County,6005,KS
1084,566,651,742,956,1064,Greeley County,1210,KS
1085,566,579,742,1025,1064,Greenwood County,6225,KS
1086,560,564,742,917,1041,Hamilton County,2620,KS
1087,560,564,742,917,1188,Harper County,5745,KS
1088,547,635,823,1103,1345,Harvey County,34685,KS
1089,560,564,742,917,1064,Haskell County,4080,KS
1090,560,564,742,1003,1006,Hodgeman County,1875,KS
1091,638,643,844,1075,1275,Jackson County,13320,KS
1092,638,643,844,1075,1275,Jefferson County,18855,KS
1093,566,631,742,1054,1064,Jewell County,2965,KS
1094,762,875,1030,1365,1569,Johnson County,578795,KS
1095,560,564,742,917,1064,Kearny County,3930,KS
1096,566,626,742,1054,1086,Kingman County,7575,KS
1097,566,651,742,917,1212,Kiowa County,2525,KS
1098,493,564,742,994,1023,Labette County,20555,KS
1099,560,564,742,917,1064,Lane County,1700,KS
1100,762,875,1030,1365,1569,Leavenworth County,79360,KS
1101,560,564,742,917,1064,Lincoln County,3120,KS
1102,762,875,1030,1365,1569,Linn County,9600,KS
1103,612,616,811,1003,1100,Logan County,2790,KS
1104,495,566,745,996,1169,Lyon County,33300,KS
1105,575,578,761,983,1061,McPherson County,28790,KS
1106,560,564,742,940,1006,Marion County,12085,KS
1107,560,564,742,1019,1270,Marshall County,9860,KS
1108,566,569,742,955,1006,Meade County,4295,KS
1109,762,875,1030,1365,1569,Miami County,32975,KS
1110,560,564,742,917,1064,Mitchell County,6230,KS
1111,560,564,742,998,1128,Montgomery County,33465,KS
1112,578,581,765,946,1037,Morris County,5605,KS
1113,560,564,742,1015,1064,Morton County,2930,KS
1114,493,578,742,1015,1027,Nemaha County,10095,KS
1115,563,564,742,1018,1174,Neosho County,16210,KS
1116,566,651,742,1003,1006,Ness County,3000,KS
1117,568,654,745,921,1069,Norton County,5525,KS
1118,638,643,844,1075,1275,Osage County,15895,KS
1119,566,593,742,1017,1064,Osborne County,3685,KS
1120,581,585,770,952,1044,Ottawa County,5955,KS
1121,566,651,742,1018,1064,Pawnee County,6775,KS
1122,607,611,742,917,1006,Phillips County,5445,KS
1123,723,728,907,1190,1552,Pottawatomie County,23190,KS
1124,566,617,742,1054,1154,Pratt County,9670,KS
1125,560,564,742,917,1064,Rawlins County,2520,KS
1126,524,599,788,974,1069,Reno County,63360,KS
1127,566,651,742,1004,1008,Republic County,4705,KS
1128,566,651,742,1054,1270,Rice County,9870,KS
1129,723,728,907,1190,1552,Riley County,75695,KS
1130,560,564,742,920,1006,Rooks County,5150,KS
1131,566,588,742,1042,1270,Rush County,3120,KS
1132,560,564,742,935,1072,Russell County,6985,KS
1133,552,633,831,1034,1284,Saline County,55335,KS
1134,560,564,742,1054,1270,Scott County,4980,KS
1135,547,635,823,1103,1345,Sedgwick County,510485,KS
1136,639,644,847,1047,1149,Seward County,22950,KS
1137,638,643,844,1075,1275,Shawnee County,178390,KS
1138,566,611,742,1054,1064,Sheridan County,2495,KS
1139,625,629,828,1024,1188,Sherman County,6000,KS
1140,566,651,742,1046,1064,Smith County,3695,KS
1141,560,564,742,917,1064,Stafford County,4250,KS
1142,560,564,742,956,1064,Stanton County,2105,KS
1143,562,566,745,921,1074,Stevens County,5740,KS
1144,498,569,749,963,1128,Sumner County,23335,KS
1145,560,564,742,917,1064,Thomas County,7845,KS
1146,560,564,742,917,1064,Trego County,2900,KS
1147,638,643,844,1075,1275,Wabaunsee County,6920,KS
1148,560,564,742,917,1064,Wallace County,1590,KS
1149,566,581,742,917,1170,Washington County,5570,KS
1150,560,564,742,1054,1064,Wichita County,2155,KS
1151,560,564,742,1054,1246,Wilson County,8860,KS
1152,560,564,742,917,1186,Woodson County,3180,KS
1153,762,875,1030,1365,1569,Wyandotte County,163225,KS
1154,509,512,674,936,1149,Adair County,19305,KY
1155,542,546,718,911,1130,Allen County,20630,KY
1156,536,645,749,1012,1016,Anderson County,22015,KY
1157,494,525,691,864,1044,Ballard County,8150,KY
1158,501,565,700,920,949,Barren County,43420,KY
1159,482,566,674,833,1018,Bath County,12190,KY
1160,482,592,674,957,967,Bell County,27470,KY
1161,643,742,968,1302,1483,Boone County,127680,KY
1162,632,741,912,1256,1496,Bourbon County,20015,KY
1163,570,659,791,1058,1179,Boyd County,48485,KY
1164,540,574,755,1030,1284,Boyle County,29775,KY
1165,643,742,968,1302,1483,Bracken County,8330,KY
1166,482,530,674,854,914,Breathitt County,13275,KY
1167,499,591,674,833,914,Breckinridge County,19990,KY
1168,690,800,960,1279,1468,Bullitt County,78620,KY
1169,509,512,674,957,1061,Butler County,12735,KY
1170,482,583,674,833,914,Caldwell County,12745,KY
1171,560,632,831,1027,1127,Calloway County,38615,KY
1172,643,742,968,1302,1483,Campbell County,91805,KY
1173,482,566,674,847,914,Carlisle County,4890,KY
1174,482,592,674,957,1047,Carroll County,10695,KY
1175,501,512,674,851,914,Carter County,27385,KY
1176,482,591,674,898,1154,Casey County,15805,KY
1177,634,707,910,1293,1558,Christian County,72440,KY
1178,632,741,912,1256,1496,Clark County,35755,KY
1179,525,528,674,957,1154,Clay County,20865,KY
1180,482,557,674,870,914,Clinton County,10210,KY
1181,482,512,674,902,914,Crittenden County,9155,KY
1182,448,523,674,833,914,Cumberland County,6745,KY
1183,595,641,843,1101,1143,Daviess County,99260,KY
1184,672,688,845,1063,1365,Edmonson County,12065,KY
1185,482,512,674,864,914,Elliott County,7535,KY
1186,482,512,674,833,980,Estill County,14380,KY
1187,632,741,912,1256,1496,Fayette County,315110,KY
1188,482,518,674,833,1154,Fleming County,14515,KY
1189,482,512,674,833,993,Floyd County,37445,KY
1190,559,660,793,1066,1327,Franklin County,49970,KY
1191,482,568,674,874,914,Fulton County,6260,KY
1192,643,742,968,1302,1483,Gallatin County,8650,KY
1193,509,570,712,880,1046,Garrard County,17225,KY
1194,672,728,829,1168,1419,Grant County,24800,KY
1195,485,515,678,911,919,Graves County,37260,KY
1196,551,554,674,911,914,Grayson County,26130,KY
1197,482,512,674,833,914,Green County,11045,KY
1198,570,659,791,1058,1179,Greenup County,36010,KY
1199,595,641,843,1101,1143,Hancock County,8700,KY
1200,630,635,835,1161,1412,Hardin County,107700,KY
1201,469,548,674,957,999,Harlan County,27550,KY
1202,482,512,674,897,914,Harrison County,18630,KY
1203,508,512,674,878,1074,Hart County,18530,KY
1204,621,706,880,1153,1326,Henderson County,46250,KY
1205,690,800,960,1279,1468,Henry County,15675,KY
1206,482,523,674,843,914,Hickman County,4625,KY
1207,473,534,702,944,1054,Hopkins County,45985,KY
1208,482,536,674,911,914,Jackson County,13370,KY
1209,690,800,960,1279,1468,Jefferson County,764380,KY
1210,632,741,912,1256,1496,Jessamine County,51665,KY
1211,482,512,674,911,914,Johnson County,23065,KY
1212,643,742,968,1302,1483,Kenton County,163985,KY
1213,482,592,674,955,1002,Knott County,15690,KY
1214,482,512,674,935,1154,Knox County,31425,KY
1215,630,635,835,1161,1412,Larue County,14100,KY
1216,521,555,681,892,939,Laurel County,59900,KY
1217,482,512,674,957,1146,Lawrence County,15845,KY
1218,482,521,674,911,914,Lee County,6715,KY
1219,482,523,674,911,914,Leslie County,10650,KY
1220,482,568,674,891,964,Letcher County,23010,KY
1221,482,568,674,911,914,Lewis County,13565,KY
1222,482,512,674,842,914,Lincoln County,24415,KY
1223,511,554,714,883,968,Livingston County,9290,KY
1224,494,543,690,909,1144,Logan County,26845,KY
1225,504,536,705,871,956,Lyon County,8270,KY
1226,577,613,807,999,1094,McCracken County,65285,KY
1227,482,523,674,833,914,McCreary County,17750,KY
1228,595,641,843,1101,1143,McLean County,9360,KY
1229,558,575,732,989,993,Madison County,88375,KY
1230,482,558,674,864,914,Magoffin County,12785,KY
1231,504,539,704,870,955,Marion County,19335,KY
1232,572,678,773,956,1048,Marshall County,31175,KY
1233,487,518,681,842,923,Martin County,12175,KY
1234,524,568,732,905,1134,Mason County,17165,KY
1235,593,597,786,1117,1345,Meade County,28450,KY
1236,482,523,674,911,914,Menifee County,6380,KY
1237,482,512,674,956,974,Mercer County,21380,KY
1238,482,547,674,833,914,Metcalfe County,9990,KY
1239,482,512,674,882,914,Monroe County,10645,KY
1240,504,613,704,972,1080,Montgomery County,27550,KY
1241,482,524,674,896,914,Morgan County,13280,KY
1242,482,512,674,833,914,Muhlenberg County,31155,KY
1243,518,550,724,1028,1108,Nelson County,45130,KY
1244,482,512,674,833,1154,Nicholas County,7060,KY
1245,482,551,674,900,1003,Ohio County,24060,KY
1246,690,800,960,1279,1468,Oldham County,64635,KY
1247,482,512,674,849,1040,Owen County,10685,KY
1248,482,523,674,854,914,Owsley County,4495,KY
1249,643,742,968,1302,1483,Pendleton County,14530,KY
1250,482,518,674,865,979,Perry County,27330,KY
1251,510,582,697,862,1069,Pike County,61585,KY
1252,590,594,714,932,968,Powell County,12350,KY
1253,468,536,705,899,956,Pulaski County,63975,KY
1254,482,512,674,833,914,Robertson County,2160,KY
1255,482,512,674,922,949,Rockcastle County,16815,KY
1256,504,603,704,870,1162,Rowan County,24390,KY
1257,511,514,674,897,1034,Russell County,17730,KY
1258,632,741,912,1256,1496,Scott County,52320,KY
1259,641,672,884,1122,1297,Shelby County,45830,KY
1260,560,594,782,1023,1060,Simpson County,17880,KY
1261,690,800,960,1279,1468,Spencer County,18010,KY
1262,540,544,674,904,914,Taylor County,25405,KY
1263,482,512,674,922,935,Todd County,12375,KY
1264,634,707,910,1293,1558,Trigg County,14285,KY
1265,585,684,827,1107,1268,Trimble County,8695,KY
1266,482,553,674,839,914,Union County,14915,KY
1267,672,688,845,1063,1365,Warren County,123825,KY
1268,484,524,676,836,1145,Washington County,12000,KY
1269,448,524,674,957,1010,Wayne County,20690,KY
1270,482,525,674,916,1070,Webster County,13180,KY
1271,482,592,674,856,1034,Whitley County,36025,KY
1272,482,512,674,866,1154,Wolfe County,7250,KY
1273,632,741,912,1256,1496,Woodford County,25815,KY
1274,492,529,696,980,1049,Acadia Parish,62605,LA
1275,529,532,696,947,1061,Allen Parish,25665,LA
1276,744,781,917,1161,1447,Ascension Parish,119130,LA
1277,601,648,738,1019,1158,Assumption Parish,22880,LA
1278,471,539,709,918,1092,Avoyelles Parish,41095,LA
1279,600,611,696,959,1191,Beauregard Parish,36600,LA
1280,529,611,696,989,1086,Bienville Parish,13805,LA
1281,632,756,897,1112,1249,Bossier Parish,125700,LA
1282,632,756,897,1112,1249,Caddo Parish,251070,LA
1283,660,688,884,1107,1241,Calcasieu Parish,198755,LA
1284,617,635,812,1004,1101,Caldwell Parish,10000,LA
1285,660,688,884,1107,1241,Cameron Parish,6805,LA
1286,572,611,696,989,1020,Catahoula Parish,10045,LA
1287,546,557,696,865,944,Claiborne Parish,16295,LA
1288,529,611,696,940,961,Concordia Parish,20210,LA
1289,632,756,897,1112,1249,De Soto Parish,27165,LA
1290,744,781,917,1161,1447,East Baton Rouge Parish,446165,LA
1291,529,529,696,947,1030,East Carroll Parish,7320,LA
1292,744,781,917,1161,1447,East Feliciana Parish,19555,LA
1293,529,574,696,890,985,Evangeline Parish,33750,LA
1294,529,532,696,882,944,Franklin Parish,20390,LA
1295,543,637,818,1097,1195,Grant Parish,22305,LA
1296,614,629,828,1054,1262,Iberia Parish,73345,LA
1297,604,630,742,1016,1135,Iberville Parish,33120,LA
1298,529,589,696,919,944,Jackson Parish,15950,LA
1299,786,927,1089,1404,1623,Jefferson Parish,437040,LA
1300,577,611,696,940,944,Jefferson Davis Parish,31405,LA
1301,608,781,890,1202,1387,Lafayette Parish,238230,LA
1302,598,700,890,1186,1350,Lafourche Parish,98110,LA
1303,529,544,696,894,980,La Salle Parish,14930,LA
1304,593,653,780,1060,1335,Lincoln Parish,47535,LA
1305,744,781,917,1161,1447,Livingston Parish,137095,LA
1306,549,552,696,989,1074,Madison Parish,11615,LA
1307,584,588,696,921,1191,Morehouse Parish,26290,LA
1308,539,616,811,1022,1100,Natchitoches Parish,39050,LA
1309,786,927,1089,1404,1623,Orleans Parish,388180,LA
1310,615,619,815,1011,1115,Ouachita Parish,156435,LA
1311,786,927,1089,1404,1623,Plaquemines Parish,23395,LA
1312,744,781,917,1161,1447,Pointe Coupee Parish,22270,LA
1313,543,637,818,1097,1195,Rapides Parish,132080,LA
1314,530,545,697,862,963,Red River Parish,8725,LA
1315,525,529,696,860,1166,Richland Parish,20620,LA
1316,496,567,746,941,1108,Sabine Parish,24145,LA
1317,786,927,1089,1404,1623,St. Bernard Parish,45065,LA
1318,786,927,1089,1404,1623,St. Charles Parish,52730,LA
1319,744,781,917,1161,1447,St. Helena Parish,10510,LA
1320,590,621,817,1124,1220,St. James Parish,21485,LA
1321,786,927,1089,1404,1623,St. John the Baptist Parish,43565,LA
1322,533,537,706,910,1027,St. Landry Parish,83580,LA
1323,608,781,890,1202,1387,St. Martin Parish,53610,LA
1324,568,676,828,1045,1296,St. Mary Parish,52580,LA
1325,786,927,1089,1404,1623,St. Tammany Parish,249200,LA
1326,709,714,913,1129,1238,Tangipahoa Parish,128850,LA
1327,529,611,696,989,1020,Tensas Parish,4770,LA
1328,598,700,890,1186,1350,Terrebonne Parish,113065,LA
1329,615,619,815,1011,1115,Union Parish,22535,LA
1330,542,641,730,955,990,Vermilion Parish,59840,LA
1331,663,705,928,1152,1387,Vernon Parish,51905,LA
1332,590,611,696,989,1095,Washington Parish,46450,LA
1333,529,537,696,977,992,Webster Parish,40045,LA
1334,744,781,917,1161,1447,West Baton Rouge Parish,25520,LA
1335,529,529,696,923,1020,West Carroll Parish,11275,LA
1336,744,781,917,1161,1447,West Feliciana Parish,15375,LA
1337,529,529,696,886,968,Winn Parish,14630,LA
1338,717,781,999,1297,1530,Androscoggin County,22940,ME
1339,717,781,999,1297,1530,Androscoggin County,3910,ME
1340,717,781,999,1297,1530,Androscoggin County,4355,ME
1341,717,781,999,1297,1530,Androscoggin County,2300,ME
1342,717,781,999,1297,1530,Androscoggin County,36210,ME
1343,717,781,999,1297,1530,Androscoggin County,8870,ME
1344,717,781,999,1297,1530,Androscoggin County,2075,ME
1345,717,781,999,1297,1530,Androscoggin County,3135,ME
1346,717,781,999,1297,1530,Androscoggin County,2990,ME
1347,717,781,999,1297,1530,Androscoggin County,2590,ME
1348,717,781,999,1297,1530,Androscoggin County,5520,ME
1349,717,781,999,1297,1530,Androscoggin County,5010,ME
1350,717,781,999,1297,1530,Androscoggin County,5745,ME
1351,717,781,999,1297,1530,Androscoggin County,1665,ME
1352,519,630,781,1046,1230,Aroostook County,215,ME
1353,519,630,781,1046,1230,Aroostook County,180,ME
1354,519,630,781,1046,1230,Aroostook County,1285,ME
1355,519,630,781,1046,1230,Aroostook County,55,ME
1356,519,630,781,1046,1230,Aroostook County,680,ME
1357,519,630,781,1046,1230,Aroostook County,575,ME
1358,519,630,781,1046,1230,Aroostook County,7825,ME
1359,519,630,781,1046,1230,Aroostook County,240,ME
1360,519,630,781,1046,1230,Aroostook County,315,ME
1361,519,630,781,1046,1230,Aroostook County,240,ME
1362,519,630,781,1046,1230,Aroostook County,95,ME
1363,519,630,781,1046,1230,Aroostook County,485,ME
1364,519,630,781,1046,1230,Aroostook County,415,ME
1365,519,630,781,1046,1230,Aroostook County,270,ME
1366,519,630,781,1046,1230,Aroostook County,95,ME
1367,519,630,781,1046,1230,Aroostook County,280,ME
1368,519,630,781,1046,1230,Aroostook County,725,ME
1369,519,630,781,1046,1230,Aroostook County,1175,ME
1370,519,630,781,1046,1230,Aroostook County,3365,ME
1371,519,630,781,1046,1230,Aroostook County,3980,ME
1372,519,630,781,1046,1230,Aroostook County,930,ME
1373,519,630,781,1046,1230,Aroostook County,95,ME
1374,519,630,781,1046,1230,Aroostook County,0,ME
1375,519,630,781,1046,1230,Aroostook County,475,ME
1376,519,630,781,1046,1230,Aroostook County,190,ME
1377,519,630,781,1046,1230,Aroostook County,110,ME
1378,519,630,781,1046,1230,Aroostook County,65,ME
1379,519,630,781,1046,1230,Aroostook County,50,ME
1380,519,630,781,1046,1230,Aroostook County,1595,ME
1381,519,630,781,1046,1230,Aroostook County,5910,ME
1382,519,630,781,1046,1230,Aroostook County,845,ME
1383,519,630,781,1046,1230,Aroostook County,2035,ME
1384,519,630,781,1046,1230,Aroostook County,645,ME
1385,519,630,781,1046,1230,Aroostook County,1020,ME
1386,519,630,781,1046,1230,Aroostook County,495,ME
1387,519,630,781,1046,1230,Aroostook County,105,ME
1388,519,630,781,1046,1230,Aroostook County,3860,ME
1389,519,630,781,1046,1230,Aroostook County,2065,ME
1390,519,630,781,1046,1230,Aroostook County,1400,ME
1391,519,630,781,1046,1230,Aroostook County,265,ME
1392,519,630,781,1046,1230,Aroostook County,225,ME
1393,519,630,781,1046,1230,Aroostook County,680,ME
1394,519,630,781,1046,1230,Aroostook County,15,ME
1395,519,630,781,1046,1230,Aroostook County,35,ME
1396,519,630,781,1046,1230,Aroostook County,400,ME
1397,519,630,781,1046,1230,Aroostook County,500,ME
1398,519,630,781,1046,1230,Aroostook County,595,ME
1399,519,630,781,1046,1230,Aroostook County,110,ME
1400,519,630,781,1046,1230,Aroostook County,745,ME
1401,519,630,781,1046,1230,Aroostook County,210,ME
1402,519,630,781,1046,1230,Aroostook County,0,ME
1403,519,630,781,1046,1230,Aroostook County,415,ME
1404,519,630,781,1046,1230,Aroostook County,330,ME
1405,519,630,781,1046,1230,Aroostook County,9245,ME
1406,519,630,781,1046,1230,Aroostook County,150,ME
1407,519,630,781,1046,1230,Aroostook County,755,ME
1408,519,630,781,1046,1230,Aroostook County,290,ME
1409,519,630,781,1046,1230,Aroostook County,285,ME
1410,519,630,781,1046,1230,Aroostook County,950,ME
1411,519,630,781,1046,1230,Aroostook County,560,ME
1412,519,630,781,1046,1230,Aroostook County,370,ME
1413,519,630,781,1046,1230,Aroostook County,540,ME
1414,519,630,781,1046,1230,Aroostook County,245,ME
1415,519,630,781,1046,1230,Aroostook County,1910,ME
1416,519,630,781,1046,1230,Aroostook County,370,ME
1417,519,630,781,1046,1230,Aroostook County,535,ME
1418,519,630,781,1046,1230,Aroostook County,1665,ME
1419,519,630,781,1046,1230,Aroostook County,655,ME
1420,519,630,781,1046,1230,Aroostook County,80,ME
1421,519,630,781,1046,1230,Aroostook County,100,ME
1422,519,630,781,1046,1230,Aroostook County,140,ME
1423,519,630,781,1046,1230,Aroostook County,1030,ME
1424,906,974,1281,1695,1737,Cumberland County,1460,ME
1425,906,974,1281,1695,1737,Cumberland County,5345,ME
1426,906,974,1281,1695,1737,Cumberland County,20525,ME
1427,1088,1265,1637,2088,2557,Cumberland County,9235,ME
1428,1088,1265,1637,2088,2557,Cumberland County,3865,ME
1429,1088,1265,1637,2088,2557,Cumberland County,455,ME
1430,1088,1265,1637,2088,2557,Cumberland County,7695,ME
1431,1088,1265,1637,2088,2557,Cumberland County,11870,ME
1432,1088,1265,1637,2088,2557,Cumberland County,8295,ME
1433,1088,1265,1637,2088,2557,Cumberland County,40,ME
1434,1088,1265,1637,2088,2557,Cumberland County,17145,ME
1435,1088,1265,1637,2088,2557,Cumberland County,8015,ME
1436,906,974,1281,1695,1737,Cumberland County,4855,ME
1437,906,974,1281,1695,1737,Cumberland County,2785,ME
1438,1088,1265,1637,2088,2557,Cumberland County,255,ME
1439,906,974,1281,1695,1737,Cumberland County,3945,ME
1440,906,974,1281,1695,1737,Cumberland County,5680,ME
1441,1088,1265,1637,2088,2557,Cumberland County,3715,ME
