,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
3020,977,1092,1399,1871,2295,Strafford County,2530,NH
3021,977,1092,1399,1871,2295,Strafford County,11795,NH
3022,977,1092,1399,1871,2295,Strafford County,4055,NH
3023,807,871,1146,1417,1735,Sullivan County,1030,NH
3024,807,871,1146,1417,1735,Sullivan County,5010,NH
3025,807,871,1146,1417,1735,Sullivan County,13030,NH
3026,807,871,1146,1417,1735,Sullivan County,1775,NH
3027,807,871,1146,1417,1735,Sullivan County,810,NH
3028,807,871,1146,1417,1735,Sullivan County,730,NH
3029,807,871,1146,1417,1735,Sullivan County,2940,NH
3030,807,871,1146,1417,1735,Sullivan County,885,NH
3031,807,871,1146,1417,1735,Sullivan County,860,NH
3032,807,871,1146,1417,1735,Sullivan County,6385,NH
3033,807,871,1146,1417,1735,Sullivan County,2440,NH
3034,807,871,1146,1417,1735,Sullivan County,1010,NH
3035,807,871,1146,1417,1735,Sullivan County,3405,NH
3036,807,871,1146,1417,1735,Sullivan County,1500,NH
3037,807,871,1146,1417,1735,Sullivan County,1265,NH
3038,946,1107,1407,1972,2183,Atlantic County,272925,NJ
3039,1237,1481,1736,2159,2691,Bergen County,937920,NJ
3040,940,1071,1298,1605,1837,Burlington County,449190,NJ
3041,940,1071,1298,1605,1837,Camden County,510995,NJ
3042,973,1113,1465,1816,1987,Cape May County,94550,NJ
3043,970,1061,1377,1813,2025,Cumberland County,154950,NJ
3044,1017,1223,1479,1887,2249,Essex County,800400,NJ
3045,940,1071,1298,1605,1837,Gloucester County,291370,NJ
3046,1610,1711,1972,2438,2674,Hudson County,679755,NJ
3047,1275,1455,1851,2288,2547,Hunterdon County,125715,NJ
3048,1072,1226,1613,1994,2187,Mercer County,373360,NJ
3049,1275,1455,1851,2288,2547,Middlesex County,837290,NJ
3050,1092,1230,1558,2142,2374,Monmouth County,627550,NJ
3051,1017,1223,1479,1887,2249,Morris County,498845,NJ
3052,1092,1230,1558,2142,2374,Ocean County,589700,NJ
3053,1237,1481,1736,2159,2691,Passaic County,510565,NJ
3054,940,1071,1298,1605,1837,Salem County,63775,NJ
3055,1275,1455,1851,2288,2547,Somerset County,333315,NJ
3056,1017,1223,1479,1887,2249,Sussex County,143570,NJ
3057,1017,1223,1479,1887,2249,Union County,557320,NJ
3058,988,1113,1365,1687,1868,Warren County,107090,NJ
3059,666,821,996,1415,1705,Bernalillo County,674855,NM
3060,550,579,726,1031,1240,Catron County,3545,NM
3061,613,618,814,1051,1169,Chaves County,65455,NM
3062,593,597,726,897,985,Cibola County,27050,NM
3063,550,560,726,897,1012,Colfax County,12520,NM
3064,550,633,834,1120,1378,Curry County,50285,NM
3065,588,598,752,1023,1271,De Baca County,2015,NM
3066,635,649,787,1118,1315,Dona Ana County,213850,NM
3067,758,763,924,1322,1599,Eddy County,56795,NM
3068,567,616,726,990,1192,Grant County,28380,NM
3069,550,618,726,1031,1240,Guadalupe County,4425,NM
3070,550,579,726,1031,1240,Harding County,545,NM
3071,550,579,726,897,1243,Hidalgo County,4445,NM
3072,675,707,930,1205,1357,Lea County,69505,NM
3073,610,627,779,994,1311,Lincoln County,19495,NM
3074,774,850,1068,1449,1842,Los Alamos County,18030,NM
3075,482,552,726,974,1243,Luna County,24320,NM
3076,608,612,726,967,985,McKinley County,72850,NM
3077,588,598,752,1023,1271,Mora County,4605,NM
3078,545,637,726,1031,1243,Otero County,65130,NM
3079,550,620,726,955,1240,Quay County,8445,NM
3080,626,637,726,897,985,Rio Arriba County,39455,NM
3081,597,598,787,1048,1251,Roosevelt County,19315,NM
3082,666,821,996,1415,1705,Sandoval County,138815,NM
3083,724,734,850,1133,1317,San Juan County,128220,NM
3084,626,637,726,967,985,San Miguel County,28205,NM
3085,842,975,1113,1419,1729,Santa Fe County,147515,NM
3086,482,552,726,981,985,Sierra County,11255,NM
3087,550,552,726,1031,1243,Socorro County,17100,NM
3088,700,704,836,1033,1434,Taos County,32810,NM
3089,666,821,996,1415,1705,Torrance County,15535,NM
3090,550,552,726,953,1122,Union County,4215,NM
3091,666,821,996,1415,1705,Valencia County,75845,NM
3092,890,991,1207,1492,1637,Albany County,308580,NY
3093,569,613,757,969,1119,Allegany County,47400,NY
3094,1747,1778,2026,2556,2747,Bronx County,1455845,NY
3095,634,668,855,1136,1255,Broome County,196125,NY
3096,614,618,757,1021,1102,Cattaraugus County,78175,NY
3097,633,677,846,1072,1199,Cayuga County,78320,NY
3098,518,613,757,979,1062,Chautauqua County,130845,NY
3099,738,743,944,1241,1339,Chemung County,86885,NY
3100,525,638,767,979,1044,Chenango County,48765,NY
3101,682,686,884,1134,1219,Clinton County,81225,NY
3102,790,860,1012,1302,1372,Columbia County,61480,NY
3103,697,723,867,1072,1384,Cortland County,48335,NY
3104,647,651,757,1029,1033,Delaware County,45950,NY
3105,1033,1107,1412,1796,2022,Dutchess County,295685,NY
3106,774,812,963,1190,1334,Erie County,923995,NY
3107,691,739,844,1162,1166,Essex County,38235,NY
3108,518,679,780,1016,1058,Franklin County,51055,NY
3109,653,692,862,1066,1255,Fulton County,53955,NY
3110,560,686,833,1124,1211,Genesee County,58535,NY
3111,725,832,1030,1284,1397,Greene County,47790,NY
3112,677,682,897,1109,1275,Hamilton County,4645,NY
3113,676,680,863,1067,1238,Herkimer County,62945,NY
3114,786,899,1183,1587,1864,Jefferson County,116565,NY
3115,1747,1778,2026,2556,2747,Kings County,2635120,NY
3116,647,658,838,1052,1266,Lewis County,26845,NY
3117,727,828,1039,1284,1409,Livingston County,64375,NY
3118,694,781,966,1198,1390,Madison County,71760,NY
3119,727,828,1039,1284,1409,Monroe County,748680,NY
3120,692,696,820,1028,1135,Montgomery County,49500,NY
3121,1372,1695,2065,2642,2911,Nassau County,1363070,NY
3122,1747,1778,2026,2556,2747,New York County,1653875,NY
3123,774,812,963,1190,1334,Niagara County,212675,NY
3124,676,680,863,1067,1238,Oneida County,232325,NY
3125,694,781,966,1198,1390,Onondaga County,467670,NY
3126,727,828,1039,1284,1409,Ontario County,109490,NY
3127,1033,1107,1412,1796,2022,Orange County,378175,NY
3128,727,828,1039,1284,1409,Orleans County,41585,NY
3129,694,781,966,1198,1390,Oswego County,119835,NY
3130,723,734,892,1151,1307,Otsego County,60750,NY
3131,1747,1778,2026,2556,2747,Putnam County,99465,NY
3132,1747,1778,2026,2556,2747,Queens County,2339280,NY
3133,890,991,1207,1492,1637,Rensselaer County,159800,NY
3134,1747,1778,2026,2556,2747,Richmond County,475950,NY
3135,1747,1778,2026,2556,2747,Rockland County,325025,NY
3136,594,677,827,1047,1186,St. Lawrence County,110815,NY
3137,890,991,1207,1492,1637,Saratoga County,226630,NY
3138,890,991,1207,1492,1637,Schenectady County,155240,NY
3139,890,991,1207,1492,1637,Schoharie County,31610,NY
3140,612,626,792,1089,1223,Schuyler County,18110,NY
3141,682,686,851,1095,1284,Seneca County,34845,NY
3142,623,651,769,1020,1231,Steuben County,97540,NY
3143,1372,1695,2065,2642,2911,Suffolk County,1497595,NY
3144,656,791,987,1246,1444,Sullivan County,75785,NY
3145,634,668,855,1136,1255,Tioga County,49320,NY
3146,1053,1127,1365,1743,1851,Tompkins County,104415,NY
3147,938,1060,1364,1794,2018,Ulster County,180130,NY
3148,715,850,1065,1383,1444,Warren County,64700,NY
3149,715,850,1065,1383,1444,Washington County,62185,NY
3150,727,828,1039,1284,1409,Wayne County,91440,NY
3151,1353,1566,1883,2377,2682,Westchester County,975320,NY
3152,572,575,757,994,1027,Wyoming County,40885,NY
3153,571,686,860,1162,1166,Yates County,25085,NY
3154,619,698,891,1126,1208,Alamance County,157845,NC
3155,589,592,724,943,1085,Alexander County,37160,NC
3156,557,561,738,912,1250,Alleghany County,10935,NC
3157,535,612,805,995,1211,Anson County,25530,NC
3158,569,573,724,901,1208,Ashe County,26835,NC
3159,645,649,854,1056,1158,Avery County,17535,NC
3160,571,575,724,997,1100,Beaufort County,47315,NC
3161,547,550,724,925,1120,Bertie County,19915,NC
3162,547,550,724,997,1136,Bladen County,34130,NC
3163,786,813,926,1315,1585,Brunswick County,122585,NC
3164,987,990,1152,1576,1992,Buncombe County,252270,NC
3165,589,592,724,943,1085,Burke County,88900,NC
3166,996,1014,1155,1497,1942,Cabarrus County,196715,NC
3167,589,592,724,943,1085,Caldwell County,81805,NC
3168,782,797,982,1328,1600,Camden County,10335,NC
3169,692,696,916,1264,1568,Carteret County,68700,NC
3170,589,635,724,996,1036,Caswell County,22835,NC
3171,589,592,724,943,1085,Catawba County,156180,NC
3172,1024,1030,1199,1546,1812,Chatham County,68365,NC
3173,579,583,767,1000,1151,Cherokee County,27465,NC
3174,681,685,857,1059,1467,Chowan County,14370,NC
3175,668,721,821,1015,1296,Clay County,10755,NC
3176,504,550,724,976,1160,Cleveland County,97040,NC
3177,547,550,724,946,1143,Columbus County,56590,NC
3178,764,771,984,1319,1684,Craven County,103375,NC
3179,771,784,913,1262,1546,Cumberland County,332765,NC
3180,993,1015,1193,1676,2042,Currituck County,25245,NC
3181,866,895,1054,1415,1658,Dare County,35410,NC
3182,553,556,724,973,1239,Davidson County,164120,NC
3183,623,664,808,1075,1249,Davie County,41765,NC
3184,556,560,737,911,1054,Duplin County,59350,NC
3185,1024,1030,1199,1546,1812,Durham County,300865,NC
3186,625,639,813,1106,1198,Edgecombe County,54030,NC
3187,623,664,808,1075,1249,Forsyth County,368360,NC
3188,1038,1073,1223,1517,1982,Franklin County,63865,NC
3189,996,1014,1155,1497,1942,Gaston County,214050,NC
3190,663,677,795,1023,1317,Gates County,11600,NC
3191,547,550,724,895,1143,Graham County,8605,NC
3192,666,670,863,1093,1349,Granville County,58505,NC
3193,547,550,724,989,1239,Greene County,21060,NC
3194,810,836,952,1243,1424,Guilford County,517195,NC
3195,614,618,813,1005,1201,Halifax County,52300,NC
3196,646,651,856,1216,1465,Harnett County,128755,NC
3197,637,822,937,1165,1422,Haywood County,59855,NC
3198,987,990,1152,1576,1992,Henderson County,112155,NC
3199,619,623,820,1014,1191,Hertford County,24260,NC
3200,642,646,771,1095,1320,Hoke County,52570,NC
3201,587,591,739,956,1167,Hyde County,5505,NC
3202,798,812,925,1232,1583,Iredell County,169800,NC
3203,626,637,726,1030,1146,Jackson County,41725,NC
3204,1038,1073,1223,1517,1982,Johnston County,186310,NC
3205,547,550,724,988,992,Jones County,9775,NC
3206,671,723,824,1030,1196,Lee County,59805,NC
3207,505,578,760,1025,1201,Lenoir County,57935,NC
3208,669,673,816,1054,1132,Lincoln County,80505,NC
3209,593,597,724,895,1127,McDowell County,45070,NC
3210,660,695,811,1003,1388,Macon County,34160,NC
3211,987,990,1152,1576,1992,Madison County,21345,NC
3212,558,561,724,996,1239,Martin County,23225,NC
3213,996,1014,1155,1497,1942,Mecklenburg County,1034290,NC
3214,547,550,724,895,1143,Mitchell County,15155,NC
3215,558,561,724,895,1083,Montgomery County,27445,NC
3216,695,744,848,1168,1451,Moore County,94190,NC
3217,625,639,813,1106,1198,Nash County,94125,NC
3218,814,988,1164,1545,1992,New Hanover County,219865,NC
3219,572,575,757,936,1027,Northampton County,20425,NC
3220,634,737,876,1244,1499,Onslow County,192685,NC
3221,1024,1030,1199,1546,1812,Orange County,141810,NC
3222,639,644,847,1047,1450,Pamlico County,12805,NC
3223,581,665,875,1234,1384,Pasquotank County,39545,NC
3224,645,772,902,1235,1431,Pender County,57630,NC
3225,651,655,862,1175,1475,Perquimans County,13505,NC
3226,589,593,780,1054,1058,Person County,39240,NC
3227,730,734,910,1249,1558,Pitt County,176485,NC
3228,710,713,823,1017,1195,Polk County,20435,NC
3229,810,836,952,1243,1424,Randolph County,142825,NC
3230,624,635,724,1020,1239,Richmond County,45445,NC
3231,547,550,724,919,1021,Robeson County,134185,NC
3232,581,585,755,991,1129,Rockingham County,91565,NC
3233,707,712,874,1144,1185,Rowan County,138940,NC
3234,563,567,724,895,1060,Rutherford County,66525,NC
3235,547,550,724,930,1121,Sampson County,63665,NC
3236,547,550,724,912,982,Scotland County,35445,NC
3237,517,641,747,998,1256,Stanly County,60875,NC
3238,623,664,808,1075,1249,Stokes County,46125,NC
3239,583,587,724,946,1184,Surry County,72315,NC
3240,575,579,724,986,1143,Swain County,14210,NC
3241,590,594,782,967,1141,Transylvania County,33290,NC
3242,651,702,800,1072,1263,Tyrrell County,4090,NC
3243,996,1014,1155,1497,1942,Union County,222095,NC
3244,631,640,741,1006,1175,Vance County,44420,NC
3245,1038,1073,1223,1517,1982,Wake County,1023810,NC
3246,555,558,724,946,1239,Warren County,20190,NC
3247,575,579,724,980,1239,Washington County,12330,NC
3248,665,741,913,1180,1441,Watauga County,53420,NC
3249,641,645,849,1049,1429,Wayne County,124495,NC
3250,589,610,724,998,1127,Wilkes County,68525,NC
3251,595,680,823,1029,1116,Wilson County,81380,NC
3252,623,664,808,1075,1249,Yadkin County,37825,NC
3253,528,566,724,977,1154,Yancey County,17605,NC
3254,572,575,757,1075,1194,Adams County,2370,ND
3255,574,578,760,945,1120,Barnes County,10970,ND
3256,653,664,757,944,1296,Benson County,6875,ND
3257,596,600,789,1121,1245,Billings County,985,ND
3258,575,579,762,942,1202,Bottineau County,6650,ND
3259,572,575,757,1075,1137,Bowman County,3225,ND
3260,572,575,757,957,1095,Burke County,2255,ND
3261,733,737,880,1250,1442,Burleigh County,92370,ND
3262,597,705,859,1220,1470,Cass County,170620,ND
3263,653,664,757,1075,1194,Cavalier County,3815,ND
3264,572,575,757,936,1286,Dickey County,5040,ND
3265,596,600,789,1121,1245,Divide County,2380,ND
3266,718,793,1043,1289,1646,Dunn County,4350,ND
3267,572,575,757,955,1194,Eddy County,2320,ND
3268,572,575,757,1075,1194,Emmons County,3390,ND
3269,653,664,757,1073,1194,Foster County,3320,ND
3270,653,664,757,936,1194,Golden Valley County,1890,ND
3271,605,669,854,1213,1462,Grand Forks County,70130,ND
3272,589,593,757,971,1194,Grant County,2385,ND
3273,572,575,757,1075,1194,Griggs County,2275,ND
3274,639,644,847,1100,1336,Hettinger County,2600,ND
3275,653,664,757,1075,1194,Kidder County,2455,ND
3276,572,575,757,1075,1296,LaMoure County,4105,ND
3277,572,575,757,993,1194,Logan County,1930,ND
3278,653,664,757,1075,1194,McHenry County,5950,ND
3279,653,664,757,1056,1060,McIntosh County,2680,ND
3280,838,844,1110,1372,1887,McKenzie County,11680,ND
3281,572,575,757,1036,1189,McLean County,9605,ND
3282,670,686,866,1123,1366,Mercer County,8635,ND
3283,733,737,880,1250,1442,Morton County,30060,ND
3284,668,685,780,964,1221,Mountrail County,9985,ND
3285,653,664,757,1075,1194,Nelson County,2970,ND
3286,733,737,880,1250,1442,Oliver County,1820,ND
3287,648,652,757,1075,1194,Pembina County,7050,ND
3288,653,664,757,936,1027,Pierce County,4270,ND
3289,653,664,757,1075,1183,Ramsey County,11575,ND
3290,503,575,757,1027,1194,Ransom County,5410,ND
3291,572,575,757,936,1113,Renville County,2545,ND
3292,572,575,757,1075,1100,Richland County,16335,ND
3293,581,585,757,1037,1194,Rolette County,14655,ND
3294,602,606,757,1017,1098,Sargent County,3885,ND
3295,596,600,789,1121,1245,Sheridan County,1405,ND
3296,572,575,757,936,1125,Sioux County,4420,ND
3297,596,600,789,1121,1245,Slope County,675,ND
3298,801,815,929,1320,1554,Stark County,30315,ND
3299,572,575,757,1075,1194,Steele County,1915,ND
3300,572,575,757,1075,1194,Stutsman County,21060,ND
3301,572,575,757,1075,1194,Towner County,2260,ND
3302,600,603,757,1075,1256,Traill County,8050,ND
3303,572,575,757,979,1146,Walsh County,10920,ND
3304,657,734,966,1372,1653,Ward County,69630,ND
3305,653,659,757,1075,1200,Wells County,4090,ND
3306,642,773,966,1372,1524,Williams County,32915,ND
3307,547,591,738,940,1001,Adams County,27925,OH
3308,567,622,767,999,1120,Allen County,104155,OH
3309,490,561,738,930,1198,Ashland County,53300,OH
3310,495,566,738,982,1040,Ashtabula County,98620,OH
3311,738,762,868,1073,1177,Athens County,65565,OH
3312,556,591,738,1048,1152,Auglaize County,45780,OH
3313,539,588,762,990,1140,Belmont County,68890,OH
3314,527,603,793,980,1075,Brown County,43800,OH
3315,643,742,968,1302,1483,Butler County,375700,OH
3316,510,584,768,976,1041,Carroll County,27825,OH
3317,556,579,750,1041,1144,Champaign County,39005,OH
3318,564,635,821,1020,1113,Clark County,135520,OH
3319,643,742,968,1302,1483,Clermont County,202165,OH
3320,513,629,772,1027,1221,Clinton County,41870,OH
3321,490,635,738,992,1075,Columbiana County,104585,OH
3322,547,563,738,1000,1104,Coshocton County,36600,OH
3323,534,610,738,938,1001,Crawford County,42230,OH
3324,632,732,893,1169,1224,Cuyahoga County,1257400,OH
3325,547,609,738,999,1002,Darke County,51920,OH
3326,572,576,758,1054,1096,Defiance County,38310,OH
3327,730,829,1032,1281,1426,Delaware County,193025,OH
3328,636,645,808,999,1224,Erie County,75370,OH
3329,730,829,1032,1281,1426,Fairfield County,151525,OH
3330,526,596,750,936,1027,Fayette County,28660,OH
3331,730,829,1032,1281,1426,Franklin County,1253505,OH
3332,553,623,806,1094,1193,Fulton County,42295,OH
3333,547,611,738,912,1082,Gallia County,30205,OH
3334,632,732,893,1169,1224,Geauga County,93895,OH
3335,606,680,872,1164,1248,Greene County,164825,OH
3336,497,561,738,932,1147,Guernsey County,39415,OH
3337,643,742,968,1302,1483,Hamilton County,808705,OH
3338,562,647,820,1075,1404,Hancock County,75510,OH
3339,547,608,738,948,1001,Hardin County,31575,OH
3340,547,563,738,924,1001,Harrison County,15395,OH
3341,547,648,738,1001,1098,Henry County,27465,OH
3342,590,594,738,992,1051,Highland County,43030,OH
3343,557,561,738,1032,1054,Hocking County,28545,OH
3344,547,561,738,912,1001,Holmes County,43810,OH
3345,568,575,756,965,1042,Huron County,58495,OH
3346,547,561,738,1005,1177,Jackson County,32625,OH
3347,557,578,738,997,1078,Jefferson County,67350,OH
3348,600,604,746,1007,1012,Knox County,60945,OH
3349,632,732,893,1169,1224,Lake County,229700,OH
3350,570,659,791,1058,1179,Lawrence County,61055,OH
3351,730,829,1032,1281,1426,Licking County,170680,OH
3352,584,599,788,1018,1069,Logan County,45325,OH
3353,632,732,893,1169,1224,Lorain County,305405,OH
3354,553,623,806,1094,1193,Lucas County,433405,OH
3355,730,829,1032,1281,1426,Madison County,43730,OH
3356,522,589,738,977,1038,Mahoning County,231855,OH
3357,624,629,827,1022,1121,Marion County,65485,OH
3358,632,732,893,1169,1224,Medina County,176360,OH
3359,490,648,738,912,1263,Meigs County,23235,OH
3360,557,561,738,984,1001,Mercer County,40725,OH
3361,606,680,872,1164,1248,Miami County,104080,OH
3362,547,648,738,948,1070,Monroe County,14240,OH
3363,606,680,872,1164,1248,Montgomery County,531985,OH
3364,547,639,738,912,1037,Morgan County,14775,OH
3365,730,829,1032,1281,1426,Morrow County,34935,OH
3366,568,572,752,957,1056,Muskingum County,85935,OH
3367,547,648,738,912,1037,Noble County,14500,OH
3368,538,617,785,970,1148,Ottawa County,40770,OH
3369,547,643,738,995,1060,Paulding County,18950,OH
3370,523,561,738,912,1060,Perry County,35985,OH
3371,730,829,1032,1281,1426,Pickaway County,57075,OH
3372,547,583,738,946,1062,Pike County,28290,OH
3373,610,702,890,1126,1207,Portage County,162080,OH
3374,578,582,766,1009,1200,Preble County,41330,OH
3375,547,628,738,912,1001,Putnam County,34035,OH
3376,497,563,738,994,1157,Richland County,121535,OH
