,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
2499,2021,539,620,817,1096,1169,Andrew County,17360,MO
2500,2021,457,502,662,823,898,Atchison County,5335,MO
2501,2021,466,512,675,862,915,Audrain County,25765,MO
2502,2021,499,502,662,894,898,Barry County,35400,MO
2503,2021,457,581,662,873,1116,Barton County,11940,MO
2504,2021,506,536,706,931,1112,Bates County,16405,MO
2505,2021,499,502,662,944,1146,Benton County,18920,MO
2506,2021,537,612,807,1155,1216,Bollinger County,12345,MO
2507,2021,672,722,874,1173,1444,Boone County,174590,MO
2508,2021,539,620,817,1096,1169,Buchanan County,89425,MO
2509,2021,442,508,670,912,1028,Butler County,42825,MO
2510,2021,731,857,1021,1364,1552,Caldwell County,9045,MO
2511,2021,564,568,748,992,1197,Callaway County,44795,MO
2512,2021,501,551,726,976,1198,Camden County,44855,MO
2513,2021,537,612,807,1155,1216,Cape Girardeau County,78015,MO
2514,2021,457,502,662,854,993,Carroll County,8910,MO
2515,2021,457,503,663,825,1020,Carter County,6255,MO
2516,2021,731,857,1021,1364,1552,Cass County,101890,MO
2517,2021,457,541,662,864,898,Cedar County,13860,MO
2518,2021,457,519,662,947,1042,Chariton County,7585,MO
2519,2021,591,595,760,1088,1241,Christian County,83030,MO
2520,2021,457,502,662,863,1018,Clark County,6805,MO
2521,2021,731,857,1021,1364,1552,Clay County,236070,MO
2522,2021,731,857,1021,1364,1552,Clinton County,20495,MO
2523,2021,447,546,678,964,967,Cole County,76750,MO
2524,2021,471,518,683,935,1050,Cooper County,17620,MO
2525,2021,477,541,662,906,1040,Crawford County,24385,MO
2526,2021,671,731,938,1224,1440,Sullivan part,974,MO
2527,2021,464,511,673,837,1165,Dade County,7580,MO
2528,2021,534,581,662,922,925,Dallas County,16440,MO
2529,2021,457,502,662,947,1024,Daviess County,8300,MO
2530,2021,539,620,817,1096,1169,DeKalb County,12565,MO
2531,2021,457,502,662,861,1004,Dent County,15565,MO
2532,2021,457,502,662,823,1146,Douglas County,13390,MO
2533,2021,457,502,662,910,953,Dunklin County,30905,MO
2534,2021,671,731,938,1224,1440,Franklin County,102415,MO
2535,2021,457,502,662,843,1146,Gasconade County,14770,MO
2536,2021,457,502,662,874,946,Gentry County,6690,MO
2537,2021,591,595,760,1088,1241,Greene County,286760,MO
2538,2021,457,502,662,862,1018,Grundy County,10110,MO
2539,2021,457,507,662,873,945,Harrison County,8615,MO
2540,2021,497,547,721,942,978,Henry County,21835,MO
2541,2021,437,502,662,835,1018,Hickory County,9350,MO
2542,2021,457,502,662,947,1146,Holt County,4500,MO
2543,2021,521,524,691,904,937,Howard County,10145,MO
2544,2021,457,502,662,843,898,Howell County,40140,MO
2545,2021,457,560,662,900,1087,Iron County,10285,MO
2546,2021,731,857,1021,1364,1552,Jackson County,688555,MO
2547,2021,566,611,783,1023,1088,Jasper County,118520,MO
2548,2021,671,731,938,1224,1440,Jefferson County,222640,MO
2549,2021,537,565,712,1019,1233,Johnson County,53940,MO
2550,2021,457,502,662,824,1018,Knox County,3975,MO
2551,2021,489,502,662,947,1146,Laclede County,35490,MO
2552,2021,731,857,1021,1364,1552,Lafayette County,32655,MO
2553,2021,457,517,662,947,1066,Lawrence County,38130,MO
2554,2021,437,502,662,823,1018,Lewis County,10080,MO
2555,2021,671,731,938,1224,1440,Lincoln County,54800,MO
2556,2021,457,514,662,823,898,Linn County,12250,MO
2557,2021,471,518,683,850,947,Livingston County,15025,MO
2558,2021,567,581,662,921,927,McDonald County,22755,MO
2559,2021,467,513,662,904,908,Macon County,15320,MO
2560,2021,457,525,662,837,1018,Madison County,12225,MO
2561,2021,457,581,662,823,1018,Maries County,8960,MO
2562,2021,532,544,675,942,946,Marion County,28705,MO
2563,2021,457,502,662,894,898,Mercer County,3670,MO
2564,2021,490,572,710,883,963,Miller County,24945,MO
2565,2021,457,502,662,831,1003,Mississippi County,13915,MO
2566,2021,471,502,662,858,1032,Moniteau County,15905,MO
2567,2021,457,502,662,823,1042,Monroe County,8675,MO
2568,2021,457,502,662,909,912,Montgomery County,11620,MO
2569,2021,457,544,662,894,898,Morgan County,20095,MO
2570,2021,457,502,662,823,904,New Madrid County,18030,MO
2571,2021,566,611,783,1023,1088,Newton County,58235,MO
2572,2021,479,524,690,896,1069,Nodaway County,22745,MO
2573,2021,437,512,662,947,1146,Oregon County,10780,MO
2574,2021,447,546,678,964,967,Osage County,13610,MO
2575,2021,488,536,707,879,1088,Ozark County,9330,MO
2576,2021,457,512,662,882,1146,Pemiscot County,17345,MO
2577,2021,466,513,676,963,1170,Perry County,19135,MO
2578,2021,520,573,715,944,970,Pettis County,42310,MO
2579,2021,506,556,733,912,1149,Phelps County,44875,MO
2580,2021,485,533,703,874,1081,Pike County,18515,MO
2581,2021,731,857,1021,1364,1552,Platte County,96900,MO
2582,2021,525,528,696,896,944,Polk County,31345,MO
2583,2021,546,650,791,1132,1370,Pulaski County,53130,MO
2584,2021,457,502,662,935,1018,Putnam County,4845,MO
2585,2021,522,574,757,942,1165,Ralls County,10210,MO
2586,2021,486,502,662,892,965,Randolph County,24985,MO
2587,2021,731,857,1021,1364,1552,Ray County,22860,MO
2588,2021,457,502,662,823,1018,Reynolds County,6360,MO
2589,2021,457,512,662,826,898,Ripley County,13805,MO
2590,2021,671,731,938,1224,1440,St. Charles County,385115,MO
2591,2021,437,504,662,915,1071,St. Clair County,9395,MO
2592,2021,492,541,713,940,1070,Ste. Genevieve County,17880,MO
2593,2021,460,506,667,955,959,St. Francois County,66250,MO
2594,2021,671,731,938,1224,1440,St. Louis County,999540,MO
2595,2021,457,502,662,884,944,Saline County,23010,MO
2596,2021,457,502,662,823,898,Schuyler County,4450,MO
2597,2021,457,502,662,863,1018,Scotland County,4885,MO
2598,2021,469,528,680,913,922,Scott County,38860,MO
2599,2021,437,502,662,823,1018,Shannon County,8275,MO
2600,2021,437,502,662,823,1065,Shelby County,6085,MO
2601,2021,437,502,662,823,898,Stoddard County,29635,MO
2602,2021,538,542,665,941,1151,Stone County,31530,MO
2603,2021,473,521,686,853,930,Sullivan County,6380,MO
2604,2021,517,605,759,1019,1114,Taney County,54310,MO
2605,2021,440,502,662,882,1137,Texas County,25715,MO
2606,2021,475,528,688,926,1013,Vernon County,20665,MO
2607,2021,671,731,938,1224,1440,Warren County,33555,MO
2608,2021,457,502,662,829,1018,Washington County,24970,MO
2609,2021,476,502,662,858,1007,Wayne County,13370,MO
2610,2021,591,595,760,1088,1241,Webster County,37560,MO
2611,2021,457,502,662,947,1018,Worth County,2055,MO
2612,2021,457,502,662,823,994,Wright County,18305,MO
2613,2021,671,731,938,1224,1440,St. Louis city,314865,MO
2614,2021,542,643,756,940,1309,Beaverhead County,9360,MT
2615,2021,617,668,881,1096,1251,Big Horn County,13290,MT
2616,2021,514,644,734,986,1100,Blaine County,6645,MT
2617,2021,598,648,854,1062,1223,Broadwater County,5755,MT
2618,2021,631,725,956,1321,1570,Carbon County,10465,MT
2619,2021,514,644,734,1050,1150,Carter County,1320,MT
2620,2021,609,613,808,1126,1359,Cascade County,81815,MT
2621,2021,528,572,754,938,1022,Chouteau County,5810,MT
2622,2021,601,651,858,1228,1244,Custer County,11895,MT
2623,2021,567,619,810,1159,1269,Daniels County,1790,MT
2624,2021,700,877,1000,1244,1356,Dawson County,9325,MT
2625,2021,514,638,734,999,1186,Deer Lodge County,9130,MT
2626,2021,606,710,865,1132,1356,Fallon County,2925,MT
2627,2021,606,656,865,1076,1498,Fergus County,11325,MT
2628,2021,630,735,955,1367,1583,Flathead County,96145,MT
2629,2021,783,845,1100,1574,1905,Gallatin County,100735,MT
2630,2021,514,561,734,1000,1150,Garfield County,1085,MT
2631,2021,510,557,734,913,1098,Glacier County,13675,MT
2632,2021,495,569,750,1073,1232,Golden Valley County,745,MT
2633,2021,514,557,734,913,1150,Granite County,3205,MT
2634,2021,659,663,796,1062,1200,Hill County,16470,MT
2635,2021,637,690,910,1132,1466,Jefferson County,11625,MT
2636,2021,514,561,734,913,1150,Judith Basin County,1965,MT
2637,2021,558,656,846,1069,1177,Lake County,29520,MT
2638,2021,649,774,984,1300,1484,Lewis and Clark County,66290,MT
2639,2021,629,644,734,1000,1150,Liberty County,2245,MT
2640,2021,533,609,761,1089,1238,Lincoln County,19250,MT
2641,2021,534,583,763,1039,1196,McCone County,1730,MT
2642,2021,781,799,911,1133,1428,Madison County,7900,MT
2643,2021,527,576,753,980,1180,Meagher County,2000,MT
2644,2021,514,644,734,1050,1150,Mineral County,4195,MT
2645,2021,685,772,979,1401,1695,Missoula County,114230,MT
2646,2021,616,708,933,1170,1462,Musselshell County,4765,MT
2647,2021,745,750,989,1371,1493,Park County,16000,MT
2648,2021,641,700,915,1247,1434,Petroleum County,455,MT
2649,2021,514,561,734,913,1150,Phillips County,4140,MT
2650,2021,514,636,734,1050,1215,Pondera County,6080,MT
2651,2021,514,557,734,1018,1150,Powder River County,1610,MT
2652,2021,514,557,734,913,1271,Powell County,6850,MT
2653,2021,641,700,915,1247,1434,Prairie County,1325,MT
2654,2021,597,647,853,1202,1477,Ravalli County,41385,MT
2655,2021,672,728,960,1194,1413,Richland County,11405,MT
2656,2021,603,607,800,995,1251,Roosevelt County,11220,MT
2657,2021,514,644,734,995,1216,Rosebud County,9290,MT
2658,2021,555,572,754,1079,1118,Sanders County,11415,MT
2659,2021,591,645,844,1081,1190,Sheridan County,3570,MT
2660,2021,625,696,860,1070,1189,Silver Bow County,34515,MT
2661,2021,591,645,844,1208,1323,Stillwater County,9340,MT
2662,2021,602,670,860,1231,1348,Sweet Grass County,3645,MT
2663,2021,543,598,775,1001,1342,Teton County,6040,MT
2664,2021,514,630,734,991,1150,Toole County,5030,MT
2665,2021,641,700,915,1247,1434,Treasure County,790,MT
2666,2021,561,608,801,996,1086,Valley County,7560,MT
2667,2021,514,561,734,913,1150,Wheatland County,2110,MT
2668,2021,641,700,915,1247,1434,Wibaux County,1120,MT
2669,2021,631,725,956,1321,1570,Yellowstone County,156330,MT
2670,2021,487,582,738,993,1182,Adams County,31565,NE
2671,2021,484,601,734,920,1086,Antelope County,6405,NE
2672,2021,488,565,744,949,1047,Arthur County,420,NE
2673,2021,488,561,739,949,1028,Banner County,730,NE
2674,2021,484,557,734,942,1021,Blaine County,500,NE
2675,2021,484,557,734,929,1271,Boone County,5355,NE
2676,2021,484,557,734,980,1082,Box Butte County,11200,NE
2677,2021,484,644,734,1017,1021,Boyd County,2050,NE
2678,2021,484,557,734,913,1021,Brown County,3060,NE
2679,2021,549,631,832,1136,1441,Buffalo County,48835,NE
2680,2021,484,557,734,913,1121,Burt County,6545,NE
2681,2021,502,577,761,947,1058,Butler County,8105,NE
2682,2021,695,798,987,1325,1478,Cass County,25515,NE
2683,2021,484,557,734,997,1010,Cedar County,8560,NE
2684,2021,484,644,734,933,1021,Chase County,3805,NE
2685,2021,484,587,734,986,1021,Cherry County,5790,NE
2686,2021,484,587,734,1042,1046,Cheyenne County,10010,NE
2687,2021,484,640,734,913,1096,Clay County,6265,NE
2688,2021,484,572,734,913,995,Colfax County,10615,NE
2689,2021,484,603,734,955,995,Cuming County,9040,NE
2690,2021,484,557,734,913,995,Custer County,10835,NE
2691,2021,549,631,832,1035,1128,Dakota County,20530,NE
2692,2021,492,565,745,927,1036,Dawes County,8970,NE
2693,2021,501,579,760,985,1115,Dawson County,23925,NE
2694,2021,493,567,747,929,1013,Deuel County,1900,NE
2695,2021,549,631,832,1035,1128,Dixon County,5765,NE
2696,2021,558,641,845,1051,1152,Dodge County,36575,NE
2697,2021,695,798,987,1325,1478,Douglas County,549705,NE
2698,2021,484,557,734,913,1021,Dundy County,2015,NE
2699,2021,484,631,734,924,995,Fillmore County,5605,NE
2700,2021,484,557,734,913,1178,Franklin County,3020,NE
2701,2021,484,557,734,947,995,Frontier County,2625,NE
2702,2021,484,557,734,913,995,Furnas County,4815,NE
2703,2021,484,557,734,923,1119,Gage County,21630,NE
2704,2021,484,598,734,1017,1021,Garden County,1915,NE
2705,2021,484,612,734,1017,1021,Garfield County,1960,NE
2706,2021,484,644,734,937,995,Gosper County,2020,NE
2707,2021,488,561,739,949,1028,Grant County,680,NE
2708,2021,484,557,734,913,1021,Greeley County,2435,NE
2709,2021,572,628,793,1073,1075,Hall County,61235,NE
2710,2021,530,557,734,1037,1271,Hamilton County,9150,NE
2711,2021,484,557,734,913,995,Harlan County,3470,NE
2712,2021,484,557,734,942,1021,Hayes County,955,NE
2713,2021,484,557,734,992,995,Hitchcock County,2860,NE
2714,2021,484,644,734,953,1021,Holt County,10295,NE
2715,2021,484,557,734,942,1021,Hooker County,685,NE
2716,2021,530,557,734,970,1055,Howard County,6385,NE
2717,2021,484,557,734,946,1033,Jefferson County,7275,NE
2718,2021,484,557,734,953,995,Johnson County,5200,NE
2719,2021,502,668,761,947,1032,Kearney County,6545,NE
2720,2021,484,557,734,936,1265,Keith County,8130,NE
2721,2021,484,557,734,942,1021,Keya Paha County,720,NE
2722,2021,484,644,734,913,1143,Kimball County,3690,NE
2723,2021,484,557,734,951,1060,Knox County,8495,NE
2724,2021,619,675,876,1218,1468,Lancaster County,306355,NE
2725,2021,556,560,738,997,1001,Lincoln County,35570,NE
2726,2021,484,557,734,1017,1021,Logan County,920,NE
2727,2021,488,561,739,949,1028,Loup County,535,NE
2728,2021,488,561,739,949,1028,McPherson County,430,NE
2729,2021,494,568,749,1012,1016,Madison County,35060,NE
2730,2021,530,557,734,992,995,Merrick County,7830,NE
2731,2021,527,606,798,993,1110,Morrill County,4905,NE
2732,2021,484,573,734,966,1041,Nance County,3570,NE
2733,2021,484,562,734,1050,1086,Nemaha County,7040,NE
2734,2021,484,625,734,1050,1208,Nuckolls County,4320,NE
2735,2021,496,599,752,935,1212,Otoe County,15875,NE
2736,2021,484,557,734,913,1021,Pawnee County,2705,NE
2737,2021,484,644,734,1016,1271,Perkins County,2905,NE
2738,2021,484,644,734,1050,1168,Phelps County,9165,NE
2739,2021,484,595,734,913,995,Pierce County,7175,NE
2740,2021,529,609,802,1079,1088,Platte County,32875,NE
2741,2021,484,568,734,1007,1010,Polk County,5245,NE
2742,2021,486,559,737,917,999,Red Willow County,10870,NE
2743,2021,484,579,734,913,995,Richardson County,8045,NE
2744,2021,484,557,734,1017,1021,Rock County,1380,NE
2745,2021,542,623,821,1021,1126,Saline County,14325,NE
2746,2021,695,798,987,1325,1478,Sarpy County,175190,NE
2747,2021,549,590,777,1038,1252,Saunders County,20955,NE
2748,2021,497,582,753,1018,1275,Scotts Bluff County,36510,NE
2749,2021,484,557,734,1013,1271,Seward County,17045,NE
2750,2021,484,644,734,1018,1271,Sheridan County,5240,NE
2751,2021,484,557,734,995,999,Sherman County,3050,NE
2752,2021,484,557,734,914,1271,Sioux County,1255,NE
2753,2021,612,703,927,1153,1284,Stanton County,6020,NE
2754,2021,484,601,734,986,1055,Thayer County,5135,NE
2755,2021,498,573,755,969,1050,Thomas County,645,NE
2756,2021,553,557,734,913,995,Thurston County,7055,NE
2757,2021,484,557,734,913,1111,Valley County,4250,NE
2758,2021,695,798,987,1325,1478,Washington County,20415,NE
2759,2021,484,557,734,913,1085,Wayne County,9410,NE
2760,2021,553,557,734,965,995,Webster County,3595,NE
2761,2021,488,561,739,949,1028,Wheeler County,845,NE
2762,2021,498,611,755,947,1184,York County,13830,NE
2763,2021,623,627,826,1182,1416,Churchill County,24020,NV
2764,2021,780,937,1143,1636,1977,Clark County,2112435,NV
2765,2021,772,830,1013,1435,1686,Douglas County,47630,NV
2766,2021,664,795,1007,1441,1485,Elko County,52375,NV
2767,2021,484,557,734,1035,1149,Esmeralda County,1100,NV
2768,2021,581,668,881,1243,1379,Eureka County,1730,NV
2769,2021,614,711,931,1158,1262,Humboldt County,17090,NV
2770,2021,609,710,935,1243,1456,Lander County,5885,NV
2771,2021,484,606,734,1035,1149,Lincoln County,5205,NV
2772,2021,630,634,808,1156,1399,Lyon County,52305,NV
2773,2021,484,634,734,1050,1149,Mineral County,4470,NV
2774,2021,543,624,823,1072,1188,Nye County,43295,NV
2775,2021,484,557,734,913,1149,Pershing County,6660,NV
2776,2021,803,964,1217,1742,2107,Storey County,3890,NV
2777,2021,803,964,1217,1742,2107,Washoe County,445550,NV
2778,2021,529,652,802,1088,1130,White Pine County,9860,NV
2779,2021,675,788,1023,1464,1771,Carson City,54220,NV
2780,2021,745,829,1057,1428,1433,Belknap County,5265,NH
2781,2021,745,829,1057,1428,1433,Belknap County,4615,NH
2782,2021,745,829,1057,1428,1433,Belknap County,7275,NH
2783,2021,745,829,1057,1428,1433,Belknap County,1000,NH
2784,2021,745,829,1057,1428,1433,Belknap County,7110,NH
2785,2021,745,829,1057,1428,1433,Belknap County,3740,NH
2786,2021,745,829,1057,1428,1433,Belknap County,16235,NH
2787,2021,745,829,1057,1428,1433,Belknap County,6335,NH
2788,2021,745,829,1057,1428,1433,Belknap County,2275,NH
2789,2021,745,829,1057,1428,1433,Belknap County,2975,NH
2790,2021,745,829,1057,1428,1433,Belknap County,3555,NH
2791,2021,693,851,1050,1402,1735,Carroll County,780,NH
2792,2021,693,851,1050,1402,1735,Carroll County,2760,NH
2793,2021,693,851,1050,1402,1735,Carroll County,875,NH
2794,2021,693,851,1050,1402,1735,Carroll County,340,NH
2795,2021,693,851,1050,1402,1735,Carroll County,10020,NH
2796,2021,693,851,1050,1402,1735,Carroll County,320,NH
2797,2021,693,851,1050,1402,1735,Carroll County,1435,NH
2798,2021,693,851,1050,1402,1735,Carroll County,1315,NH
2799,2021,693,851,1050,1402,1735,Carroll County,160,NH
2800,2021,693,851,1050,1402,1735,Carroll County,50,NH
2801,2021,693,851,1050,1402,1735,Carroll County,955,NH
2802,2021,693,851,1050,1402,1735,Carroll County,2520,NH
2803,2021,693,851,1050,1402,1735,Carroll County,4050,NH
2804,2021,693,851,1050,1402,1735,Carroll County,4285,NH
2805,2021,693,851,1050,1402,1735,Carroll County,1340,NH
2806,2021,693,851,1050,1402,1735,Carroll County,2915,NH
2807,2021,693,851,1050,1402,1735,Carroll County,2155,NH
2808,2021,693,851,1050,1402,1735,Carroll County,5005,NH
2809,2021,693,851,1050,1402,1735,Carroll County,6235,NH
2810,2021,769,823,1080,1546,1672,Cheshire County,1845,NH
2811,2021,769,823,1080,1546,1672,Cheshire County,3565,NH
2812,2021,769,823,1080,1546,1672,Cheshire County,1485,NH
2813,2021,769,823,1080,1546,1672,Cheshire County,2295,NH
2814,2021,769,823,1080,1546,1672,Cheshire County,700,NH
2815,2021,769,823,1080,1546,1672,Cheshire County,915,NH
2816,2021,769,823,1080,1546,1672,Cheshire County,3925,NH
2817,2021,769,823,1080,1546,1672,Cheshire County,5315,NH
2818,2021,769,823,1080,1546,1672,Cheshire County,23205,NH
2819,2021,769,823,1080,1546,1672,Cheshire County,2125,NH
2820,2021,769,823,1080,1546,1672,Cheshire County,710,NH
2821,2021,769,823,1080,1546,1672,Cheshire County,575,NH
2822,2021,769,823,1080,1546,1672,Cheshire County,1245,NH
2823,2021,769,823,1080,1546,1672,Cheshire County,6005,NH
2824,2021,769,823,1080,1546,1672,Cheshire County,215,NH
2825,2021,769,823,1080,1546,1672,Cheshire County,1195,NH
2826,2021,769,823,1080,1546,1672,Cheshire County,725,NH
2827,2021,769,823,1080,1546,1672,Cheshire County,885,NH
2828,2021,769,823,1080,1546,1672,Cheshire County,7170,NH
2829,2021,769,823,1080,1546,1672,Cheshire County,2180,NH
2830,2021,769,823,1080,1546,1672,Cheshire County,3810,NH
2831,2021,769,823,1080,1546,1672,Cheshire County,1800,NH
2832,2021,769,823,1080,1546,1672,Cheshire County,4220,NH
2833,2021,531,685,792,994,1231,Coos County,0,NH
2834,2021,531,685,792,994,1231,Coos County,0,NH
2835,2021,531,685,792,994,1231,Coos County,0,NH
2836,2021,531,685,792,994,1231,Coos County,10275,NH
2837,2021,531,685,792,994,1231,Coos County,0,NH
2838,2021,531,685,792,994,1231,Coos County,745,NH
2839,2021,531,685,792,994,1231,Coos County,0,NH
2840,2021,531,685,792,994,1231,Coos County,305,NH
2841,2021,531,685,792,994,1231,Coos County,2175,NH
2842,2021,531,685,792,994,1231,Coos County,615,NH
2843,2021,531,685,792,994,1231,Coos County,0,NH
2844,2021,531,685,792,994,1231,Coos County,0,NH
2845,2021,531,685,792,994,1231,Coos County,1010,NH
2846,2021,531,685,792,994,1231,Coos County,0,NH
2847,2021,531,685,792,994,1231,Coos County,10,NH
2848,2021,531,685,792,994,1231,Coos County,295,NH
2849,2021,531,685,792,994,1231,Coos County,235,NH
2850,2021,531,685,792,994,1231,Coos County,0,NH
2851,2021,531,685,792,994,1231,Coos County,2670,NH
2852,2021,531,685,792,994,1231,Coos County,10,NH
2853,2021,531,685,792,994,1231,Coos County,0,NH
2854,2021,531,685,792,994,1231,Coos County,1000,NH
2855,2021,531,685,792,994,1231,Coos County,0,NH
2856,2021,531,685,792,994,1231,Coos County,3340,NH
2857,2021,531,685,792,994,1231,Coos County,0,NH
2858,2021,531,685,792,994,1231,Coos County,0,NH
2859,2021,531,685,792,994,1231,Coos County,1285,NH
2860,2021,531,685,792,994,1231,Coos County,10,NH
2861,2021,531,685,792,994,1231,Coos County,2375,NH
2862,2021,531,685,792,994,1231,Coos County,0,NH
2863,2021,531,685,792,994,1231,Coos County,10,NH
2864,2021,531,685,792,994,1231,Coos County,815,NH
2865,2021,531,685,792,994,1231,Coos County,380,NH
2866,2021,531,685,792,994,1231,Coos County,25,NH
2867,2021,531,685,792,994,1231,Coos County,0,NH
2868,2021,531,685,792,994,1231,Coos County,350,NH
2869,2021,531,685,792,994,1231,Coos County,515,NH
2870,2021,531,685,792,994,1231,Coos County,800,NH
2871,2021,531,685,792,994,1231,Coos County,640,NH
2872,2021,531,685,792,994,1231,Coos County,0,NH
2873,2021,531,685,792,994,1231,Coos County,10,NH
2874,2021,531,685,792,994,1231,Coos County,35,NH
2875,2021,531,685,792,994,1231,Coos County,2185,NH
2876,2021,715,834,1083,1354,1875,Grafton County,2050,NH
2877,2021,715,834,1083,1354,1875,Grafton County,2240,NH
2878,2021,715,834,1083,1354,1875,Grafton County,910,NH
2879,2021,715,834,1083,1354,1875,Grafton County,415,NH
2880,2021,715,834,1083,1354,1875,Grafton County,2545,NH
2881,2021,715,834,1083,1354,1875,Grafton County,1025,NH
2882,2021,715,834,1083,1354,1875,Grafton County,3050,NH
2883,2021,715,834,1083,1354,1875,Grafton County,3295,NH
2884,2021,715,834,1083,1354,1875,Grafton County,3900,NH
2885,2021,715,834,1083,1354,1875,Grafton County,345,NH
2886,2021,715,834,1083,1354,1875,Grafton County,285,NH
2887,2021,715,834,1083,1354,1875,Grafton County,60,NH
2888,2021,715,834,1083,1354,1875,Grafton County,4540,NH
2889,2021,715,834,1083,1354,1875,Grafton County,1080,NH
2890,2021,715,834,1083,1354,1875,Grafton County,1175,NH
2891,2021,715,834,1083,1354,1875,Grafton County,565,NH
2892,2021,715,834,1083,1354,1875,Grafton County,11430,NH
2893,2021,715,834,1083,1354,1875,Grafton County,4610,NH
2894,2021,715,834,1083,1354,1875,Grafton County,580,NH
2895,2021,715,834,1083,1354,1875,Grafton County,2295,NH
2896,2021,715,834,1083,1354,1875,Grafton County,455,NH
2897,2021,715,834,1083,1354,1875,Grafton County,13545,NH
2898,2021,715,834,1083,1354,1875,Grafton County,1285,NH
2899,2021,715,834,1083,1354,1875,Grafton County,1660,NH
2900,2021,715,834,1083,1354,1875,Grafton County,5910,NH
2901,2021,715,834,1083,1354,1875,Grafton County,0,NH
2902,2021,715,834,1083,1354,1875,Grafton County,635,NH
2903,2021,715,834,1083,1354,1875,Grafton County,1695,NH
2904,2021,715,834,1083,1354,1875,Grafton County,985,NH
2905,2021,715,834,1083,1354,1875,Grafton County,200,NH
2906,2021,715,834,1083,1354,1875,Grafton County,1580,NH
2907,2021,715,834,1083,1354,1875,Grafton County,865,NH
2908,2021,715,834,1083,1354,1875,Grafton County,6690,NH
2909,2021,715,834,1083,1354,1875,Grafton County,1635,NH
2910,2021,715,834,1083,1354,1875,Grafton County,645,NH
2911,2021,715,834,1083,1354,1875,Grafton County,2030,NH
2912,2021,715,834,1083,1354,1875,Grafton County,830,NH
2913,2021,715,834,1083,1354,1875,Grafton County,190,NH
2914,2021,715,834,1083,1354,1875,Grafton County,830,NH
2915,2021,715,834,1083,1354,1875,Grafton County,1215,NH
2916,2021,997,1147,1511,2003,2049,Hillsborough County,11240,NH
2917,2021,813,935,1232,1596,2128,Hillsborough County,2655,NH
2918,2021,896,1038,1314,1634,1782,Hillsborough County,22020,NH
2919,2021,813,935,1232,1596,2128,Hillsborough County,1425,NH
2920,2021,997,1147,1511,2003,2049,Hillsborough County,5190,NH
2921,2021,813,935,1232,1596,2128,Hillsborough County,1875,NH
2922,2021,813,935,1232,1596,2128,Hillsborough County,1560,NH
2923,2021,896,1038,1314,1634,1782,Hillsborough County,17900,NH
2924,2021,813,935,1232,1596,2128,Hillsborough County,1750,NH
2925,2021,997,1147,1511,2003,2049,Hillsborough County,1970,NH
2926,2021,813,935,1232,1596,2128,Hillsborough County,1860,NH
2927,2021,813,935,1232,1596,2128,Hillsborough County,5955,NH
2928,2021,997,1147,1511,2003,2049,Hillsborough County,7780,NH
2929,2021,997,1147,1511,2003,2049,Hillsborough County,24860,NH
2930,2021,997,1147,1511,2003,2049,Hillsborough County,8425,NH
2931,2021,813,935,1232,1596,2128,Hillsborough County,1770,NH
2932,2021,896,1038,1314,1634,1782,Hillsborough County,110600,NH
2933,2021,997,1147,1511,2003,2049,Hillsborough County,1490,NH
2934,2021,997,1147,1511,2003,2049,Hillsborough County,25565,NH
2935,2021,997,1147,1511,2003,2049,Hillsborough County,15290,NH
2936,2021,997,1147,1511,2003,2049,Hillsborough County,2500,NH
2937,2021,997,1147,1511,2003,2049,Hillsborough County,87640,NH
2938,2021,813,935,1232,1596,2128,Hillsborough County,5505,NH
2939,2021,997,1147,1511,2003,2049,Hillsborough County,5205,NH
2940,2021,997,1147,1511,2003,2049,Hillsborough County,13325,NH
2941,2021,813,935,1232,1596,2128,Hillsborough County,6450,NH
2942,2021,813,935,1232,1596,2128,Hillsborough County,330,NH
2943,2021,813,935,1232,1596,2128,Hillsborough County,1410,NH
2944,2021,896,1038,1314,1634,1782,Hillsborough County,8920,NH
2945,2021,997,1147,1511,2003,2049,Hillsborough County,3685,NH
2946,2021,813,935,1232,1596,2128,Hillsborough County,225,NH
2947,2021,840,916,1186,1536,1639,Merrimack County,4315,NH
2948,2021,840,916,1186,1536,1639,Merrimack County,2785,NH
2949,2021,840,916,1186,1536,1639,Merrimack County,3985,NH
2950,2021,840,916,1186,1536,1639,Merrimack County,7690,NH
2951,2021,840,916,1186,1536,1639,Merrimack County,1680,NH
2952,2021,840,916,1186,1536,1639,Merrimack County,2250,NH
2953,2021,840,916,1186,1536,1639,Merrimack County,2590,NH
2954,2021,840,916,1186,1536,1639,Merrimack County,42715,NH
2955,2021,840,916,1186,1536,1639,Merrimack County,1280,NH
2956,2021,840,916,1186,1536,1639,Merrimack County,2790,NH
2957,2021,840,916,1186,1536,1639,Merrimack County,4650,NH
2958,2021,840,916,1186,1536,1639,Merrimack County,8490,NH
2959,2021,840,916,1186,1536,1639,Merrimack County,4895,NH
2960,2021,840,916,1186,1536,1639,Merrimack County,945,NH
2961,2021,840,916,1186,1536,1639,Merrimack County,13985,NH
2962,2021,840,916,1186,1536,1639,Merrimack County,5615,NH
2963,2021,840,916,1186,1536,1639,Merrimack County,5405,NH
2964,2021,840,916,1186,1536,1639,Merrimack County,1890,NH
2965,2021,840,916,1186,1536,1639,Merrimack County,4525,NH
2966,2021,840,916,1186,1536,1639,Merrimack County,4820,NH
